uf	pred	sf
olmAH	olmɑi	olmɑɯ
gynH	gyni	gyny
bɑʃkɑnH	bɑʃkɑni	bɑʃkɑnɯ
ɑdH	ɑdi	ɑdɯ
gerekAn	gerekɑn	gereken
hɑlA	hɑlɑ	hɑle
jɯlH	jɯli	jɯlɯ
bilgilArH	bilgilɑri	bilgileri
jolH	joli	jolu
øɰrenʤilAr	øɰrenʤilɑr	øɰrenʤiler
hizmetlArH	hizmetlɑri	hizmetleri
progrɑmH	progrɑmi	progrɑmɯ
durumH	durumi	durumu
bɑʃɑrɯlH	bɑʃɑrɯli	bɑʃɑrɯlɯ
sɑtHʃ	sɑtiʃ	sɑtɯʃ
kɑrɑrH	kɑrɑri	kɑrɑrɯ
hɑklArH	hɑklɑri	hɑklɑrɯ
dynjɑHn	dynjɑin	dynjɑɯn
hɑlDA	hɑldɑ	hɑlde
ylkemHzDA	ylkemizdɑ	ylkemizde
yʧnʤH	yʧnʤi	yʧnʤy
gyʧlH	gyʧli	gyʧly
vermA	vermɑ	verme
ɑdlH	ɑdli	ɑdlɯ
gøsterAn	gøsterɑn	gøsteren
gørmA	gørmɑ	gørme
sonrɑH	sonrɑi	sonrɑɯ
jɑnH	jɑni	jɑnɯ
sɑɰlɯklH	sɑɰlɯkli	sɑɰlɯklɯ
ødemA	ødemɑ	ødeme
kullAnHʤH	kullɑniʤi	kullɑnɯʤɯ
ɑlɯnmAH	ɑlɯnmɑi	ɑlɯnmɑɯ
insɑnlArHn	insɑnlɑrin	insɑnlɑrɯn
iʧerAn	iʧerɑn	iʧeren
iʃlemlArH	iʃlemlɑri	iʃlemleri
birAr	birɑr	birer
ølʧyDA	ølʧydɑ	ølʧyde
kurumH	kurumi	kurumu
jyzDAn	jyzdɑn	jyzden
kiʃilAr	kiʃilɑr	kiʃiler
jɑpɯH	jɑpɯi	jɑpɯɯ
kodH	kodi	kodu
rɑporH	rɑpori	rɑporu
dɯʃH	dɯʃi	dɯʃɯ
gynmHzDA	gynmizdɑ	gynmyzde
sorunH	soruni	sorunu
bɑnkɑH	bɑnkɑi	bɑnkɑɯ
ujgulɑmɑlArH	ujgulɑmɑlɑri	ujgulɑmɑlɑrɯ
bølgeDA	bølgedɑ	bølgede
syreDA	syredɑ	syrede
sorunlArH	sorunlɑri	sorunlɑrɯ
etkilArH	etkilɑri	etkileri
geliʃmA	geliʃmɑ	geliʃme
kɑnunHn	kɑnunin	kɑnunun
ylkeDA	ylkedɑ	ylkede
yrynlAr	yrynlɑr	yrynler
kɑjnɑklArH	kɑjnɑklɑri	kɑjnɑklɑrɯ
girAn	girɑn	giren
sonuʧlArH	sonuʧlɑri	sonuʧlɑrɯ
bugynA	bugynɑ	bugyne
ʧɑlɯʃmAH	ʧɑlɯʃmɑi	ʧɑlɯʃmɑɯ
fiziksAl	fiziksɑl	fiziksel
kiʃilArHn	kiʃilɑrin	kiʃilerin
hɑlkHn	hɑlkin	hɑlkɯn
dilA	dilɑ	dile
bɑʃDA	bɑʃdɑ	bɑʃtɑ
hɑstɑHn	hɑstɑin	hɑstɑɯn
toplumHn	toplumin	toplumun
ermAnH	ermɑni	ermeni
insɑnHn	insɑnin	insɑnɯn
dyzejDA	dyzejdɑ	dyzejde
ylkelAr	ylkelɑr	ylkeler
nelAr	nelɑr	neler
birejsAl	birejsɑl	birejsel
iʃA	iʃɑ	iʃe
enstityH	enstityi	enstityy
kɑnunH	kɑnuni	kɑnunu
ʧoʤuklArHn	ʧoʤuklɑrin	ʧoʤuklɑrɯn
jerlArDA	jerlɑrdɑ	jerlerde
hizmetlAr	hizmetlɑr	hizmetler
miktɑrH	miktɑri	miktɑrɯ
ɑrtHʃ	ɑrtiʃ	ɑrtɯʃ
gørAn	gørɑn	gøren
ylkelArDA	ylkelɑrdɑ	ylkelerde
gynDA	gyndɑ	gynde
hɑstɑlArHn	hɑstɑlɑrin	hɑstɑlɑrɯn
okulH	okuli	okulu
derslAr	derslɑr	dersler
ʃejlAr	ʃejlɑr	ʃejler
jɯlHn	jɯlin	jɯlɯn
iʃlArH	iʃlɑri	iʃleri
hykymlArH	hykymlɑri	hykymleri
ɑjrɯntɯlH	ɑjrɯntɯli	ɑjrɯntɯlɯ
geleneksAl	geleneksɑl	geleneksel
bølymDA	bølymdɑ	bølymde
dereʤeDA	dereʤedɑ	dereʤede
ɑjH	ɑji	ɑjɯ
ujgulɑmɑH	ujgulɑmɑi	ujgulɑmɑɯ
tyrH	tyri	tyry
gynlArDA	gynlɑrdɑ	gynlerde
dyzenlemA	dyzenlemɑ	dyzenleme
komisjonH	komisjoni	komisjonu
geliʃmAlAr	geliʃmɑlɑr	geliʃmeler
ønmHzDAki	ønmizdɑki	ønmyzdeki
ylkelArHn	ylkelɑrin	ylkelerin
vermA	vermɑ	verme
numɑrɑH	numɑrɑi	numɑrɑɯ
deɰiʃiklHklAr	deɰiʃikliklɑr	deɰiʃiklikler
mɑddelAr	mɑddelɑr	mɑddeler
bilgilArHn	bilgilɑrin	bilgilerin
hɑllArDA	hɑllɑrdɑ	hɑllerde
deɰerlArH	deɰerlɑri	deɰerleri
etmAH	etmɑi	etmei
kurulHHn	kuruliin	kuruluun
detɑjlH	detɑjli	detɑjlɯ
kuruluʃlArH	kuruluʃlɑri	kuruluʃlɑrɯ
ujɑrHnʤA	ujɑrinʤɑ	ujɑrɯnʤɑ
plɑnH	plɑni	plɑnɯ
syrAn	syrɑn	syren
jɑjɯnlArH	jɑjɯnlɑri	jɑjɯnlɑrɯ
etmAA	etmɑɑ	etmee
kontrolH	kontroli	kontroly
byjymA	byjymɑ	byjyme
ɑlHp	ɑlip	ɑlɯp
proʒelAr	proʒelɑr	proʒeler
gyndemA	gyndemɑ	gyndeme
ujumlH	ujumli	ujumlu
ʧɯkHʃ	ʧɯkiʃ	ʧɯkɯʃ
tɑrihDAn	tɑrihdɑn	tɑrihten
sektørH	sektøri	sektøry
ønA	ønɑ	øne
inʤelemA	inʤelemɑ	inʤeleme
fɑɑlijetlArH	fɑɑlijetlɑri	fɑɑlijetleri
belirtAn	belirtɑn	belirten
dɑnɯʃmɑnlHk	dɑnɯʃmɑnlik	dɑnɯʃmɑnlɯk
