uf	pred	sf
gynH	gyni	gyny
bølymH	bølymi	bølymy
durumH	durumɯ	durumu
yʧnʤH	yʧnʤi	yʧnʤy
mydyrH	mydyri	mydyry
dikkɑtA	dikkɑtɑ	dikkɑte
rɑporH	rɑporɯ	rɑporu
sorumlH	sorumlɯ	sorumlu
sorunH	sorunɯ	sorunu
kɑnunHn	kɑnunɯn	kɑnunun
bɑʃDA	bɑʃdɑ	bɑʃtɑ
sonH	sonɯ	sonu
toplumHn	toplumɯn	toplumun
formH	formi	formu
enstityH	enstityi	enstityy
kɑnunH	kɑnunɯ	kɑnunu
okulH	okulɯ	okulu
tyrH	tyri	tyry
kurulHHn	kurulɯɯn	kuruluun
sektørH	sektøri	sektøry
jɑpDHklArH	jɑpdɯklɑrɯ	jɑptɯklɑrɯ
bojH	bojɯ	boju
tɑrɑfDAn	tɑrɑfdɑn	tɑrɑftɑn
uzɑkDAn	uzɑkdɑn	uzɑktɑn
yrynH	yryni	yryny
koruHʤH	koruɯʤɯ	koruuʤu
kuruluʃH	kuruluʃɯ	kuruluʃu
ystH	ysti	ysty
sektørHn	sektørin	sektøryn
ørgytH	ørgyti	ørgyty
rolH	rolɯ	roly
kurumHn	kurumɯn	kurumun
olmADAn	olmɑdɑn	olmɑtɑn
ɑjɑkDA	ɑjɑkdɑ	ɑjɑktɑ
etDHklArH	etdikleri	ettikleri
konuHn	konuɯn	konuun
sektørHHn	sektøriin	sektøryyn
sɑjeDA	sɑjedɑ	sɑjede
sonuʧDA	sonuʧdɑ	sonuʧtɑ
konulH	konulɯ	konulu
kyltyrH	kyltyri	kyltyry
hɑlH	hɑlɯ	hɑli
toplumH	toplumɯ	toplumu
geleʤekDA	geleʤekde	geleʤekte
køjH	køji	køjy
durumHn	durumɯn	durumun
gøryʃH	gøryʃi	gøryʃy
sɑlonH	sɑlonɯ	sɑlonu
telefonH	telefonɯ	telefonu
døkymH	døkymi	døkymy
dønHʃ	døniʃ	dønyʃ
sempozjumH	sempozjumɯ	sempozjumu
tymH	tymi	tymy
etmADA	etmede	etmete
dikkɑtlH	dikkɑtlɯ	dikkɑtli
ojunH	ojunɯ	ojunu
mutlulHk	mutlulɯk	mutluluk
sɑɑtlArH	sɑɑtlɑrɯ	sɑɑtleri
usulH	usulɯ	usuly
ødylH	ødyli	ødyly
bojutlH	bojutlɯ	bojutlu
hukukH	hukukɯ	hukuku
gynmHzA	gynmize	gynmyze
kɑblosHz	kɑblosɯz	kɑblosuz
kurtulHʃ	kurtulɯʃ	kurtuluʃ
notH	notɯ	notu
olmAksHzHn	olmɑksizin	olmɑksɯzɯn
jønetmelikDA	jønetmelikde	jønetmelikte
tɑktirDA	tɑktirdɑ	tɑktirde
nitelikDA	nitelikde	nitelikte
bɑʃlɑngɯʧDA	bɑʃlɑngɯʧdɑ	bɑʃlɑngɯʧtɑ
bojutH	bojutɯ	bojutu
sɑɑtDA	sɑɑtdɑ	sɑɑtte
okulHn	okulɯn	okulun
mezunH	mezunɯ	mezunu
tɑrihA	tɑrihɑ	tɑrihe
fonH	fonɯ	fonu
tɑrɑfDA	tɑrɑfdɑ	tɑrɑftɑ
jønlH	jønli	jønly
øzgyrlHk	øzgyrlik	øzgyrlyk
grupDA	grupdɑ	gruptɑ
geʧmiʃDA	geʧmiʃde	geʧmiʃte
geliʃmADA	geliʃmede	geliʃmete
memurH	memurɯ	memuru
jyzH	jyzi	jyzy
ujgunlHk	ujgunlɯk	ujgunluk
jønH	jøni	jøny
kurulHn	kurulɯn	kurulun
komutH	komutɯ	komutu
fonksijonH	fonksijonɯ	fonksijonu
hɑjɑtDA	hɑjɑtdɑ	hɑjɑttɑ
bɑʃvuruH	bɑʃvuruɯ	bɑʃvuruu
olHnʤA	olɯnʤɑ	olunʤɑ
kuruluʃHn	kuruluʃɯn	kuruluʃun
sɑɑtlHk	sɑɑtlɯk	sɑɑtlik
iʃDAn	iʃden	iʃten
kolH	kolɯ	kolu
doɰruH	doɰruɯ	doɰruu
ølymH	ølymi	ølymy
kuʃkusHz	kuʃkusɯz	kuʃkusuz
oluʃumH	oluʃumɯ	oluʃumu
orduH	orduɯ	orduu
jyksekokulH	jyksekokulɯ	jyksekokulu
gørHnʤA	gørinʤe	gørynʤe
tuʃH	tuʃɯ	tuʃu
sonsHz	sonsɯz	sonsuz
jɑpmADA	jɑpmɑdɑ	jɑpmɑtɑ
dikkɑtH	dikkɑtɯ	dikkɑti
bɑʃDAn	bɑʃdɑn	bɑʃtɑn
konumH	konumɯ	konumu
doɰumlH	doɰumlɯ	doɰumlu
uʧHʃ	uʧɯʃ	uʧuʃ
jolHn	jolɯn	jolun
