uf	pred	sf
fɑrklH	fɑrkli	fɑrklɯ
bɑʃkɑnH	bɑʃkɑni	bɑʃkɑnɯ
ɑdH	ɑdi	ɑdɯ
uluslArɑrɑsɯ	uluslerɑrɑsɯ	uluslɑrɑrɑsɯ
oHn	oin	oun
hɯzlH	hɯzli	hɯzlɯ
sɑjɯH	sɑjɯi	sɑjɯɯ
durumH	durumi	durumu
sɑtHʃ	sɑtiʃ	sɑtɯʃ
kɑrɑrH	kɑrɑri	kɑrɑrɯ
yʧnʤH	yʧnʤi	yʧnʤy
kullɑnɯmH	kullɑnɯmi	kullɑnɯmɯ
ɑrɑH	ɑrɑi	ɑrɑɯ
sɑɰlɯklH	sɑɰlɯkli	sɑɰlɯklɯ
kullAnHʤH	kullɑniʤi	kullɑnɯʤɯ
mydyrH	mydyri	mydyry
ɑlɯnmAH	ɑlɯnmɑi	ɑlɯnmɑɯ
orɑnH	orɑni	orɑnɯ
kurumH	kurumi	kurumu
jɑpɯH	jɑpɯi	jɑpɯɯ
kodH	kodi	kodu
sorumlH	sorumli	sorumlu
gynmHzDA	gynmizde	gynmyzde
sorunH	soruni	sorunu
bɑnkɑH	bɑnkɑi	bɑnkɑɯ
olDHklArH	oldiklɑri	olduklɑrɯ
kɑnunHn	kɑnunin	kɑnunun
dɑlH	dɑli	dɑlɯ
kɑjnɑklArH	kɑjnɑklɑri	kɑjnɑklɑrɯ
sonuʧlArH	sonuʧlɑri	sonuʧlɑrɯ
ʧɑlɯʃmAH	ʧɑlɯʃmɑi	ʧɑlɯʃmɑɯ
hɑlkHn	hɑlkin	hɑlkɯn
kɑrtH	kɑrti	kɑrtɯ
sonH	soni	sonu
toplumHn	toplumin	toplumun
insɑnHn	insɑnin	insɑnɯn
ɑlɑnlArH	ɑlɑnlɑri	ɑlɑnlɑrɯ
odɑH	odɑi	odɑɯ
progrɑmlArH	progrɑmlɑri	progrɑmlɑrɯ
enstityH	enstityi	enstityy
kɑnunH	kɑnuni	kɑnunu
ʧoʤuklArHn	ʧoʤuklɑrin	ʧoʤuklɑrɯn
miktɑrH	miktɑri	miktɑrɯ
ɑrtHʃ	ɑrtiʃ	ɑrtɯʃ
hɑstɑlArHn	hɑstɑlɑrin	hɑstɑlɑrɯn
okulH	okuli	okulu
jɯlHn	jɯlin	jɯlɯn
ɑjH	ɑji	ɑjɯ
bulunmAH	bulunmɑi	bulunmɑɯ
ujgulɑmɑH	ujgulɑmɑi	ujgulɑmɑɯ
tyrH	tyri	tyry
progrɑmHn	progrɑmin	progrɑmɯn
ønmHzDAki	ønmizdeki	ønmyzdeki
ɑmɑʧlH	ɑmɑʧli	ɑmɑʧlɯ
numɑrɑH	numɑrɑi	numɑrɑɯ
hɑllArDA	hɑllɑrdɑ	hɑllerde
kurulHHn	kuruliin	kuruluun
detɑjlH	detɑjli	detɑjlɯ
kuruluʃlArH	kuruluʃlɑri	kuruluʃlɑrɯ
ujɑrHnʤA	ujɑrinʤɑ	ujɑrɯnʤɑ
plɑnH	plɑni	plɑnɯ
sɯnɯrlH	sɯnɯrli	sɯnɯrlɯ
jɑjɯnlArH	jɑjɯnlɑri	jɑjɯnlɑrɯ
kontrolH	kontroli	kontroly
ɑlHp	ɑlip	ɑlɯp
ujumlH	ujumli	ujumlu
ʧɯkHʃ	ʧɯkiʃ	ʧɯkɯʃ
tɑrihDAn	tɑrihden	tɑrihten
sektørH	sektøri	sektøry
dɑnɯʃmɑnlHk	dɑnɯʃmɑnlik	dɑnɯʃmɑnlɯk
hɑlkH	hɑlki	hɑlkɯ
ɑnlɑmlH	ɑnlɑmli	ɑnlɑmlɯ
tɑrɑfDAn	tɑrɑfdɑn	tɑrɑftɑn
sɑvɑʃH	sɑvɑʃi	sɑvɑʃɯ
uzmɑnlHk	uzmɑnlik	uzmɑnlɯk
koʃullArH	koʃullɑri	koʃullɑrɯ
sɑɰlAnmAH	sɑɰlɑnmɑi	sɑɰlɑnmɑɯ
ʤezɑH	ʤezɑi	ʤezɑɯ
ʃɑrtlArH	ʃɑrtlɑri	ʃɑrtlɑrɯ
sɯnɯrlArH	sɯnɯrlɑri	sɯnɯrlɑrɯ
tɑsɑrɯmH	tɑsɑrɯmi	tɑsɑrɯmɯ
søzH	søzi	søzy
konulArH	konulɑri	konulɑrɯ
jɑrɑrlH	jɑrɑrli	jɑrɑrlɯ
zɑmɑnH	zɑmɑni	zɑmɑnɯ
hɑjɑtH	hɑjɑti	hɑjɑtɯ
uzɑkDAn	uzɑkdɑn	uzɑktɑn
hɑstɑlɯklArH	hɑstɑlɯklɑri	hɑstɑlɯklɑrɯ
pɑjH	pɑji	pɑjɯ
yrynH	yryni	yryny
bɑzɯlArH	bɑzɯlɑri	bɑzɯlɑrɯ
hɯzH	hɯzi	hɯzɯ
ortɑmH	ortɑmi	ortɑmɯ
sɯnɑvH	sɯnɑvi	sɯnɑvɯ
koruHʤH	koruiʤi	koruuʤu
firmɑlArHn	firmɑlɑrin	firmɑlɑrɯn
tɑrihDA	tɑrihde	tɑrihte
olmAlArH	olmɑlɑri	olmɑlɑrɯ
bɑʃH	bɑʃi	bɑʃɯ
kɑrʃɯlɯklH	kɑrʃɯlɯkli	kɑrʃɯlɯklɯ
ystH	ysti	ysty
ɑrɑʧlArH	ɑrɑʧlɑri	ɑrɑʧlɑrɯ
insɑnlArH	insɑnlɑri	insɑnlɑrɯ
sektørHn	sektørin	sektøryn
noktɑH	noktɑi	noktɑɯ
kuruluʃlArHn	kuruluʃlɑrin	kuruluʃlɑrɯn
ørgytH	ørgyti	ørgyty
kɑvrɑmH	kɑvrɑmi	kɑvrɑmɯ
rolH	roli	roly
yrynHn	yrynin	yrynyn
gruplArH	gruplɑri	gruplɑrɯ
insɑnH	insɑni	insɑnɯ
kɑrɑrlArH	kɑrɑrlɑri	kɑrɑrlɑrɯ
olmADAn	olmɑdɑn	olmɑtɑn
ɑjɑkDA	ɑjɑkdɑ	ɑjɑktɑ
olmAmAH	olmɑmɑi	olmɑmɑɯ
etDHklArH	etdikleri	ettikleri
esɑslArH	esɑsleri	esɑslɑrɯ
konuHn	konuin	konuun
elemɑnlArH	elemɑnlɑri	elemɑnlɑrɯ
tɑmɑmH	tɑmɑmi	tɑmɑmɯ
jɯllArH	jɯllɑri	jɯllɑrɯ
politikɑH	politikɑi	politikɑɯ
sektørHHn	sektøriin	sektøryyn
kurumlArH	kurumlɑri	kurumlɑrɯ
jɯlHHn	jɯliin	jɯlɯɯn
kɑnunHHn	kɑnuniin	kɑnunuun
ʧoʤuklArH	ʧoʤuklɑri	ʧoʤuklɑrɯ
bɑʃɑrɯsHz	bɑʃɑrɯsiz	bɑʃɑrɯsɯz
sonuʧDA	sonuʧdɑ	sonuʧtɑ
hɑklH	hɑkli	hɑklɯ
kɑpsɑmlH	kɑpsɑmli	kɑpsɑmlɯ
konulH	konuli	konulu
ɑnlɑjɯʃH	ɑnlɑjɯʃi	ɑnlɑjɯʃɯ
kyltyrH	kyltyri	kyltyry
soruHn	soruin	soruun
onɑjH	onɑji	onɑjɯ
ɑɰɯrlɯklH	ɑɰɯrlɯkli	ɑɰɯrlɯklɯ
bɑbɑH	bɑbɑi	bɑbɑɯ
jɑʃlH	jɑʃli	jɑʃlɯ
firmɑHn	firmɑin	firmɑɯn
toplumH	toplumi	toplumu
silɑhlH	silɑhli	silɑhlɯ
geleʤekDA	geleʤekde	geleʤekte
devɑmlH	devɑmli	devɑmlɯ
dɑvrɑnHʃ	dɑvrɑniʃ	dɑvrɑnɯʃ
hɑzɯrlAnmAH	hɑzɯrlɑnmɑi	hɑzɯrlɑnmɑɯ
jɑrdɯmH	jɑrdɯmi	jɑrdɯmɯ
sorunlArHn	sorunlɑrin	sorunlɑrɯn
køjH	køji	køjy
durumHn	durumin	durumun
dolɑrH	dolɑri	dolɑrɯ
numɑrɑlH	numɑrɑli	numɑrɑlɯ
olɑjH	olɑji	olɑjɯ
