uf	pred	sf
kurulH	kurulɯ	kurulu
olHp	olɯp	olup
konuH	konuɯ	konuu
olmAAn	olmɑen	olmɑɑn
jolH	jolɯ	jolu
hɑlDA	hɑldɑ	hɑlde
yʧnʤH	yʧnʤi	yʧnʤy
jɯllArDA	jɯllɑrde	jɯllɑrdɑ
gyʧlH	gyʧli	gyʧly
jɯlDA	jɯlde	jɯldɑ
korumA	korume	korumɑ
kullAnHʤH	kullɑnɯʤi	kullɑnɯʤɯ
mydyrH	mydyri	mydyry
durumlArDA	durumlerde	durumlɑrdɑ
kurumH	kurumɯ	kurumu
rɑporH	rɑporɯ	rɑporu
gynmHzDA	gynmizde	gynmyzde
kɑnunHn	kɑnunɯn	kɑnunun
bɑʃDA	bɑʃdɑ	bɑʃtɑ
sonH	sonɯ	sonu
toplumHn	toplumɯn	toplumun
formH	formɯ	formu
enstityH	enstityi	enstityy
kurumsAl	kurumsel	kurumsɑl
bulunmAH	bulunmeɯ	bulunmɑɯ
tyrH	tyri	tyry
olmADAn	olmɑden	olmɑdɑn
ønmHzDAki	ønmizdeki	ønmyzdeki
hɑjɑtA	hɑjɑte	hɑjɑtɑ
mɑddelAr	mɑddelɑr	mɑddeler
ɑrtAn	ɑrten	ɑrtɑn
hɑllArDA	hɑllɑrdɑ	hɑllerde
kurulHHn	kurulɯɯn	kuruluun
kontrolH	kontrolɯ	kontroly
tɑrihDAn	tɑrihden	tɑrihten
sektørH	sektøri	sektøry
jɑpDHklArH	jɑpdɯklɑrɯ	jɑptɯklɑrɯ
bojH	bojɯ	boju
tɑrɑfDAn	tɑrɑfden	tɑrɑftɑn
ɑjDA	ɑjde	ɑjdɑ
kurumlAr	kurumler	kurumlɑr
uzɑkDAn	uzɑkdɑn	uzɑktɑn
gynHn	gynin	gynyn
yrynH	yryni	yryny
ʧøzymH	ʧøzymi	ʧøzymy
koruHʤH	koruɯʤɯ	koruuʤu
firmɑlArHn	firmɑlɑrin	firmɑlɑrɯn
kuruluʃH	kuruluʃɯ	kuruluʃu
ystH	ysti	ysty
sektørHn	sektørin	sektøryn
konuH	konuɯ	konuu
rolH	rolɯ	roly
yrynHn	yrynin	yrynyn
okumA	okume	okumɑ
gruplArH	gruplerɯ	gruplɑrɯ
bulunmA	bulunme	bulunmɑ
olmADAn	olmɑden	olmɑtɑn
ɑjɑkDA	ɑjɑkdɑ	ɑjɑktɑ
olmAmAH	olmɑmei	olmɑmɑɯ
konuHn	konuɯn	konuun
elemɑnlArH	elemɑnlɑri	elemɑnlɑrɯ
mɑddeDA	mɑddedɑ	mɑddede
korumA	korume	korumɑ
sektørHHn	sektøriin	sektøryyn
kurumlArH	kurumlerɯ	kurumlɑrɯ
ʧoʤuklArDA	ʧoʤuklɑrde	ʧoʤuklɑrdɑ
kɑnunHHn	kɑnunɯɯn	kɑnunuun
mɑddelArHn	mɑddelɑrin	mɑddelerin
sonuʧDA	sonuʧdɑ	sonuʧtɑ
konulH	konulɯ	konulu
kyltyrH	kyltyri	kyltyry
soruHn	soruɯn	soruun
jɯlA	jɯle	jɯlɑ
bulmA	bulme	bulmɑ
konsejH	konsejɯ	konseji
soruʃturmA	soruʃturme	soruʃturmɑ
hɑlH	hɑlɯ	hɑli
geleʤekDA	geleʤekde	geleʤekte
gruplAr	grupler	gruplɑr
hɑzɯrlAnmAH	hɑzɯrlɑnmɑi	hɑzɯrlɑnmɑɯ
køjH	køji	køjy
sɑɑtH	sɑɑtɯ	sɑɑti
