uf	pred	sf
oHn	oɯn	oun
hɑlA	hɑlɑ	hɑle
bølymH	bølymi	bølymy
hɑlDA	hɑldɑ	hɑlde
gyʧlH	gyʧli	gyʧly
sorumlH	sorumlɯ	sorumlu
gynmHzDA	gynmizde	gynmyzde
olDHklArH	oldɯklɑrɯ	olduklɑrɯ
kɑnunHn	kɑnunɯn	kɑnunun
bɑʃDA	bɑʃdɑ	bɑʃtɑ
sonH	sonɯ	sonu
formH	formɯ	formu
okulH	okulɯ	okulu
tyrH	tyri	tyry
komisjonH	komisjonɯ	komisjonu
ønmHzDAki	ønmizdeki	ønmyzdeki
hɑllArDA	hɑllɑrdɑ	hɑllerde
kurulHHn	kurulɯɯn	kuruluun
ujumlH	ujumlɯ	ujumlu
tɑrihDAn	tɑrihden	tɑrihten
sektørH	sektøri	sektøry
jɑpDHklArH	jɑpdɯklɑrɯ	jɑptɯklɑrɯ
bojH	bojɯ	boju
tɑrɑfDAn	tɑrɑfdɑn	tɑrɑftɑn
søzH	søzi	søzy
uzɑkDAn	uzɑkdɑn	uzɑktɑn
gynHn	gynin	gynyn
yrynH	yryni	yryny
ʧøzymH	ʧøzymi	ʧøzymy
tɑrihDA	tɑrihde	tɑrihte
kuruluʃH	kuruluʃɯ	kuruluʃu
ystH	ysti	ysty
sektørHn	sektørin	sektøryn
ørgytH	ørgyti	ørgyty
rolH	rolɯ	roly
kurumHn	kurumɯn	kurumun
ɑjɑkDA	ɑjɑkdɑ	ɑjɑktɑ
etDHklArH	etdikleri	ettikleri
konuHn	konuɯn	konuun
sektørHHn	sektøriin	sektøryyn
kɑnunHHn	kɑnunɯɯn	kɑnunuun
sonuʧDA	sonuʧdɑ	sonuʧtɑ
konulH	konulɯ	konulu
kyltyrH	kyltyri	kyltyry
soruHn	soruɯn	soruun
hɑlH	hɑlɯ	hɑli
toplumH	toplumɯ	toplumu
geleʤekDA	geleʤekde	geleʤekte
køjH	køji	køjy
sɑɑtH	sɑɑtɯ	sɑɑti
durumHn	durumɯn	durumun
sɑlonH	sɑlonɯ	sɑlonu
telefonH	telefoni	telefonu
døkymH	døkymi	døkymy
dønHʃ	døniʃ	dønyʃ
sempozjumH	sempozjumɯ	sempozjumu
tymH	tymi	tymy
ojunH	ojunɯ	ojunu
mutlulHk	mutlulɯk	mutluluk
sɑɑtlArH	sɑɑtlɑrɯ	sɑɑtleri
usulH	usulɯ	usuly
ødylH	ødyli	ødyly
jyzjɯlDA	jyzjɯlde	jyzjɯldɑ
bojutlH	bojutlɯ	bojutlu
hukukH	hukukɯ	hukuku
tɑrihsAl	tɑrihsɑl	tɑrihsel
gynmHzA	gynmize	gynmyze
kɑblosHz	kɑblosɯz	kɑblosuz
kurtulHʃ	kurtulɯʃ	kurtuluʃ
notH	notɯ	notu
mesɑʒH	mesɑʒi	mesɑʒɯ
bulunDHklArH	bulundɯklɑrɯ	bulunduklɑrɯ
jønetmelikDA	jønetmelikde	jønetmelikte
nitelikDA	nitelikde	nitelikte
bɑʃlɑngɯʧDA	bɑʃlɑngɯʧdɑ	bɑʃlɑngɯʧtɑ
gynmHz	gynmiz	gynmyz
bojutH	bojutɯ	bojutu
sɑɑtDA	sɑɑtdɑ	sɑɑtte
okulHn	okulɯn	okulun
mezunH	mezunɯ	mezunu
nyfusH	nyfusɯ	nyfusu
fonH	fonɯ	fonu
tɑrɑfDA	tɑrɑfdɑ	tɑrɑftɑ
jønlH	jønli	jønly
øzgyrlHk	øzgyrlik	øzgyrlyk
grupDA	grupdɑ	gruptɑ
geʧmiʃDA	geʧmiʃde	geʧmiʃte
geliʃmADA	geliʃmede	geliʃmete
memurH	memurɯ	memuru
jyzH	jyzi	jyzy
ujgunlHk	ujgunlɯk	ujgunluk
kurulHn	kurulɯn	kurulun
komutH	komutɯ	komutu
fonksijonH	fonksijonɯ	fonksijonu
hɑjɑtDA	hɑjɑtdɑ	hɑjɑttɑ
bɑʃvuruH	bɑʃvuruɯ	bɑʃvuruu
olHnʤA	olɯnʤɑ	olunʤɑ
kuruluʃHn	kuruluʃɯn	kuruluʃun
yʧDA	yʧde	yʧte
sɑɑtlHk	sɑɑtlɯk	sɑɑtlik
iʃDAn	iʃden	iʃten
kolH	kolɯ	kolu
doɰruH	doɰruɯ	doɰruu
