uf	pred	sf
hɑlA	hɑlɑ	hɑle
ɑʃɑɰɯDAki	ɑʃɑɰɯtɑki	ɑʃɑɰɯdɑki
dynjɑDA	dynjɑtɑ	dynjɑdɑ
ɑrɑDA	ɑrɑtɑ	ɑrɑdɑ
sɑjɯDA	sɑjɯtɑ	sɑjɯdɑ
ɑʃɑɰɯDA	ɑʃɑɰɯtɑ	ɑʃɑɰɯdɑ
durumlArDA	durumlɑrtɑ	durumlɑrdɑ
jukɑrɯDA	jukɑrɯtɑ	jukɑrɯdɑ
ortɑDAn	ortɑtɑn	ortɑdɑn
konulArDA	konulɑrtɑ	konulɑrdɑ
ylkeDA	ylkete	ylkede
sɯrɑDA	sɯrɑtɑ	sɯrɑdɑ
ɑʧɯDAn	ɑʧɯtɑn	ɑʧɯdɑn
jukɑrɯDAki	jukɑrɯtɑki	jukɑrɯdɑki
dereʤeDA	dereʤete	dereʤede
burɑDAn	burɑtɑn	burɑdɑn
hɑstɑlArDA	hɑstɑlɑrtɑ	hɑstɑlɑrdɑ
olmADAn	olmɑtɑn	olmɑdɑn
hɑllArDA	hɑllɑrtɑ	hɑllerde
miktɑrDA	miktɑrtɑ	miktɑrdɑ
kontrolH	kontrolu	kontroly
kɑtkɯDA	kɑtkɯtɑ	kɑtkɯdɑ
ɑlɑnlArDA	ɑlɑnlɑrtɑ	ɑlɑnlɑrdɑ
noktɑDA	noktɑtɑ	noktɑdɑ
toplɑntɯDA	toplɑntɯtɑ	toplɑntɯdɑ
rolH	rolu	roly
dynjɑDAki	dynjɑdeki	dynjɑdɑki
burɑDAki	burɑdeki	burɑdɑki
ryjɑDA	ryjɑtɑ	ryjɑdɑ
ʧoʤuklArDA	ʧoʤuklɑrtɑ	ʧoʤuklɑrdɑ
sɑjeDA	sɑjete	sɑjede
ʧɑlɯʃmADA	ʧɑlɯʃmɑtɑ	ʧɑlɯʃmɑdɑ
ɑʃɑmɑDA	ɑʃɑmɑtɑ	ɑʃɑmɑdɑ
hɑlH	hɑlɯ	hɑli
sɑɑtH	sɑɑtɯ	sɑɑti
konuDAki	konutɑki	konudɑki
hɑftɑDA	hɑftɑtɑ	hɑftɑdɑ
ʧerʧeveDA	ʧerʧevete	ʧerʧevede
ɑlDHklArH	ɑldikleri	ɑldɯklɑrɯ
ʧɑlɯʃmAlArDA	ʧɑlɯʃmɑlɑrtɑ	ʧɑlɯʃmɑlɑrdɑ
dikkɑtlH	dikkɑtlɯ	dikkɑtli
geliʃmAH	geliʃmɑɯ	geliʃmei
sɑɑtlArH	sɑɑtlɑrɯ	sɑɑtleri
isteDHklArH	istetikleri	istedikleri
tɑrɑfH	tɑrɑfi	tɑrɑfɯ
bølgeDAki	bølgeteki	bølgedeki
usulH	usulu	usuly
nereDAn	nereten	nereden
koʃullArDA	koʃullɑrtɑ	koʃullɑrdɑ
orɑDAn	orɑtɑn	orɑdɑn
ileriDA	ilerite	ileride
ujgulɑmɑDA	ujgulɑmɑtɑ	ujgulɑmɑdɑ
sɑɑtDA	sɑɑttɑ	sɑɑtte
rɑporDA	rɑportɑ	rɑpordɑ
ɑʧɯklɑmADA	ɑʧɯklɑmɑtɑ	ɑʧɯklɑmɑdɑ
kiʃiDAn	kiʃiten	kiʃiden
dɯʃɑrɯDAn	dɯʃɑrɯtɑn	dɯʃɑrɯdɑn
girmAH	girmɑɯ	girmei
ortɑDA	ortɑtɑ	ortɑdɑ
noktɑDAn	noktɑtɑn	noktɑdɑn
pijɑsɑDA	pijɑsɑtɑ	pijɑsɑdɑ
sɑɑtlHk	sɑɑtlɯk	sɑɑtlik
verDHklArH	vertikleri	verdikleri
geriDA	gerite	geride
ɑlɑnDAki	ɑlɑndeki	ɑlɑndɑki
sɑjfɑDA	sɑjfɑtɑ	sɑjfɑdɑ
ortɑmlArDA	ortɑmlɑrtɑ	ortɑmlɑrdɑ
jɑpɯDA	jɑpɯtɑ	jɑpɯdɑ
suDA	sutɑ	sudɑ
dikkɑtH	dikkɑtɯ	dikkɑti
okullArDA	okullɑrtɑ	okullɑrdɑ
ʃɑrtlArDA	ʃɑrtlɑrtɑ	ʃɑrtlɑrdɑ
bɑʃvuruDA	bɑʃvurutɑ	bɑʃvurudɑ
hɑvɑDA	hɑvɑtɑ	hɑvɑdɑ
kɑdɯnlArDA	kɑdɯnlɑrtɑ	kɑdɯnlɑrdɑ
vermADAn	vermeten	vermeden
bɑʃlɑmADAn	bɑʃlɑmɑtɑn	bɑʃlɑmɑdɑn
tɑbloDA	tɑblotɑ	tɑblodɑ
kɑliteDA	kɑlitete	kɑlitede
ɑlmADAn	ɑlmɑtɑn	ɑlmɑdɑn
duruʃmɑDA	duruʃmɑtɑ	duruʃmɑdɑ
hɑstɑneDA	hɑstɑnete	hɑstɑnede
listeDA	listete	listede
jɑzɯDA	jɑzɯtɑ	jɑzɯdɑ
proʒeDA	proʒete	proʒede
deɰerlendirmAH	deɰerlendirmɑɯ	deɰerlendirmei
doɰrultuDA	doɰrultutɑ	doɰrultudɑ
etmADAn	etmeten	etmeden
fotoɰrɑfH	fotoɰrɑfi	fotoɰrɑfɯ
kɑbulH	kɑbulu	kɑbuly
vɑdeDA	vɑdete	vɑdede
sɯrɑDAn	sɯrɑtɑn	sɯrɑdɑn
yniversiteDA	yniversitete	yniversitede
gɑzeteDA	gɑzetete	gɑzetede
siteDA	sitete	sitede
dɑkikɑDA	dɑkikɑtɑ	dɑkikɑdɑ
ɑrɑDAn	ɑrɑtɑn	ɑrɑdɑn
kontrollH	kontrollu	kontrolly
jɑpmADAn	jɑpmɑtɑn	jɑpmɑdɑn
jɯllArDAn	jɯllɑrtɑn	jɯllɑrdɑn
bilgisɑjɑrDA	bilgisɑjɑrtɑ	bilgisɑjɑrdɑ
kɑjnɑklArDAn	kɑjnɑklɑrtɑn	kɑjnɑklɑrdɑn
ujgulɑmɑlArDA	ujgulɑmɑlɑrtɑ	ujgulɑmɑlɑrdɑ
tɑrɑfHn	tɑrɑfin	tɑrɑfɯn
ylkeDAn	ylketen	ylkeden
penʤereDA	penʤerete	penʤerede
burɑlArDA	burɑlɑrtɑ	burɑlɑrdɑ
dɯʃɑrɯDA	dɯʃɑrɯtɑ	dɯʃɑrɯdɑ
deɰiʃmAH	deɰiʃmɑɯ	deɰiʃmei
fotoɰrɑfHn	fotoɰrɑfin	fotoɰrɑfɯn
ijilAʃmA	ijilɑʃmɑ	ijileʃme
ylkeDAki	ylketeki	ylkedeki
miktɑrlArDA	miktɑrlɑrtɑ	miktɑrlɑrdɑ
penʤereDAn	penʤereten	penʤereden
protokolH	protokolu	protokoly
sɑnijeDA	sɑnijete	sɑnijede
olAbilmAH	olɑbilmɑɯ	olɑbilmei
ihtimɑlH	ihtimɑlɯ	ihtimɑli
sɑhɑDA	sɑhɑtɑ	sɑhɑdɑ
seneDA	senete	senede
geʧmADAn	geʧmeten	geʧmeden
øɰleDAn	øɰleten	øɰleden
kurumlArDA	kurumlɑrtɑ	kurumlɑrdɑ
kullɑnDHklArH	kullɑntɯklɑrɯ	kullɑndɯklɑrɯ
normɑlDA	normɑldɑ	normɑlde
odɑDA	odɑtɑ	odɑdɑ
orɑnlArDA	orɑnlɑrtɑ	orɑnlɑrdɑ
izlAnmAH	izlɑnmɑɯ	izlenmei
binɑDA	binɑtɑ	binɑdɑ
ʧekilmAH	ʧekilmɑɯ	ʧekilmei
kɑlmADAn	kɑlmɑtɑn	kɑlmɑdɑn
tedɑviDA	tedɑvite	tedɑvide
ekonomiDA	ekonomite	ekonomide
toplɑntɯlArDA	toplɑntɯlɑrtɑ	toplɑntɯlɑrdɑ
pɑzɑrDA	pɑzɑrtɑ	pɑzɑrdɑ
konuʃmADA	konuʃmɑtɑ	konuʃmɑdɑ
myʤɑdeleDA	myʤɑdelete	myʤɑdelede
jɑpAʤAklArH	jɑpeʤekleri	jɑpɑʤɑklɑrɯ
sɑɑtlAr	sɑɑtlɑr	sɑɑtler
sɑɑtlArDA	sɑɑtlɑrtɑ	sɑɑtlerde
gørDHklArH	gørtykleri	gørdykleri
ɑjlArDA	ɑjlɑrtɑ	ɑjlɑrdɑ
ɑrɑʃtɯrmADA	ɑrɑʃtɯrmɑtɑ	ɑrɑʃtɯrmɑdɑ
jɑʃɑDHklArH	jɑʃɑtɯklɑrɯ	jɑʃɑdɯklɑrɯ
orɑDAki	orɑdeki	orɑdɑki
ɑlɯnDHkDAn	ɑlɯntɯktɑn	ɑlɯndɯktɑn
olmADHkʧA	olmɑtɯkʧɑ	olmɑdɯkʧɑ
vɑkɑlArDA	vɑkɑlɑrtɑ	vɑkɑlɑrdɑ
geliʃmAHn	geliʃmɑɯn	geliʃmein
kuruluʃlArDA	kuruluʃlɑrtɑ	kuruluʃlɑrdɑ
listeDAn	listeten	listeden
ʧevreDA	ʧevrete	ʧevrede
suDAn	sutɑn	sudɑn
iʃlAnmAH	iʃlɑnmɑɯ	iʃlenmei
bɑtɯDA	bɑtɯtɑ	bɑtɯdɑ
iptɑlH	iptɑlɯ	iptɑli
bojutlArDA	bojutlɑrtɑ	bojutlɑrdɑ
doɰɑDA	doɰɑtɑ	doɰɑdɑ
jøreDA	jørete	jørede
sɯrɑlArDA	sɯrɑlɑrtɑ	sɯrɑlɑrdɑ
søzleʃmeDA	søzleʃmete	søzleʃmede
jɑʃlArDA	jɑʃlɑrtɑ	jɑʃlɑrdɑ
sɑjɯDAki	sɑjɯtɑki	sɑjɯdɑki
usullArH	usullɑrɯ	usulleri
jollArDAn	jollɑrtɑn	jollɑrdɑn
jɑpɯlArDA	jɑpɯlɑrtɑ	jɑpɯlɑrdɑ
jollArDA	jollɑrtɑ	jollɑrdɑ
progrɑmlArDA	progrɑmlɑrtɑ	progrɑmlɑrdɑ
kesilmAH	kesilmɑɯ	kesilmei
ɑrɑziDA	ɑrɑzite	ɑrɑzide
kontrollArH	kontrollɑrɯ	kontrolleri
sɑjfɑDAn	sɑjfɑtɑn	sɑjfɑdɑn
kuruluʃlArDAn	kuruluʃlɑrtɑn	kuruluʃlɑrdɑn
binɑlArDA	binɑlɑrtɑ	binɑlɑrdɑ
fɯkrɑDA	fɯkrɑtɑ	fɯkrɑdɑ
ɑrɑmHzDA	ɑrɑmizde	ɑrɑmɯzdɑ
temizlAnmAH	temizlɑnmɑɯ	temizlenmei
girmADAn	girmeten	girmeden
lirɑDAn	lirɑtɑn	lirɑdɑn
birɑrɑDA	birɑrɑtɑ	birɑrɑdɑ
konulArDAn	konulɑrtɑn	konulɑrdɑn
jɑzɯʤɯDAn	jɑzɯʤɯtɑn	jɑzɯʤɯdɑn
sɑɑtA	sɑɑtɑ	sɑɑte
toprɑklArDA	toprɑklɑrtɑ	toprɑklɑrdɑ
geliʃmAH	geliʃmɑɯ	geliʃmei
insɑnlArDA	insɑnlɑrtɑ	insɑnlɑrdɑ
olgulArDA	olgulɑrtɑ	olgulɑrdɑ
gelmADAn	gelmeten	gelmeden
hɑllAr	hɑllɑr	hɑller
ɑlkollH	ɑlkollu	ɑlkolly
jenilAnmAH	jenilɑnmɑɯ	jenilenmei
kiʃiDA	kiʃite	kiʃide
ɑrɑDAki	ɑrɑdeki	ɑrɑdɑki
pijɑsɑDAki	pijɑsɑdeki	pijɑsɑdɑki
mekɑnlArDA	mekɑnlɑrtɑ	mekɑnlɑrdɑ
doɰuDA	doɰutɑ	doɰudɑ
gitmAH	gitmɑɯ	gitmei
mesɑfeDA	mesɑfete	mesɑfede
bølgeDAn	bølgeten	bølgeden
gøsterDHklArH	gøstertikleri	gøsterdikleri
insɑnlArDAn	insɑnlɑrtɑn	insɑnlɑrdɑn
dergiDA	dergite	dergide
hɑjɑlH	hɑjɑlɯ	hɑjɑli
kɑpɯDAn	kɑpɯtɑn	kɑpɯdɑn
durmADAn	durmɑtɑn	durmɑdɑn
syreDAn	syreten	syreden
sokɑklArDA	sokɑklɑrtɑ	sokɑklɑrdɑ
ilʧeDA	ilʧete	ilʧede
bilgisɑjɑrDAn	bilgisɑjɑrtɑn	bilgisɑjɑrdɑn
ekrɑnDAki	ekrɑndeki	ekrɑndɑki
getirmAH	getirmɑɯ	getirmei
mɑlzemeDAn	mɑlzemeten	mɑlzemeden
odɑlArDA	odɑlɑrtɑ	odɑlɑrdɑ
jɑrɯʃmɑDA	jɑrɯʃmɑtɑ	jɑrɯʃmɑdɑ
sɑɑtDAn	sɑɑttɑn	sɑɑtten
esnɑDA	esnɑtɑ	esnɑdɑ
hɑvɑDAn	hɑvɑtɑn	hɑvɑdɑn
tɑmɑmlADHkDAn	tɑmɑmlɑtɯktɑn	tɑmɑmlɑdɯktɑn
tɑrɑfDAki	tɑrɑfteki	tɑrɑftɑki
ɑlɑnlArDAki	ɑlɑnlerdeki	ɑlɑnlɑrdɑki
hɑftɑDAn	hɑftɑtɑn	hɑftɑdɑn
ɑnDAki	ɑndeki	ɑndɑki
ɑrɑʃtɯrmAlArDA	ɑrɑʃtɯrmɑlɑrtɑ	ɑrɑʃtɯrmɑlɑrdɑ
dynjɑDAn	dynjɑtɑn	dynjɑdɑn
ɑrkɑDAn	ɑrkɑtɑn	ɑrkɑdɑn
festivɑlH	festivɑlɯ	festivɑli
sulArDA	sulɑrtɑ	sulɑrdɑ
syrɑtlH	syrɑtlɯ	syrɑtli
sembolH	sembolu	semboly
ɑlɯnmADAn	ɑlɯnmɑtɑn	ɑlɯnmɑdɑn
deɰerlendirmADA	deɰerlendirmete	deɰerlendirmede
sonrɑDA	sonrɑtɑ	sonrɑdɑ
hususlArDA	hususlɑrtɑ	hususlɑrdɑ
netiʤeDA	netiʤete	netiʤede
dosjɑDA	dosjɑtɑ	dosjɑdɑ
ʧɑlɯʃmɑmHzDA	ʧɑlɯʃmɑmizde	ʧɑlɯʃmɑmɯzdɑ
mɑkɑleDA	mɑkɑlete	mɑkɑlede
sɑjfɑlArDA	sɑjfɑlɑrtɑ	sɑjfɑlɑrdɑ
toplumlArDA	toplumlɑrtɑ	toplumlɑrdɑ
etrɑfH	etrɑfi	etrɑfɯ
hɑvɑlArDA	hɑvɑlɑrtɑ	hɑvɑlɑrdɑ
kɑlDHklArH	kɑldikleri	kɑldɯklɑrɯ
konulArDAki	konulɑrdeki	konulɑrdɑki
fuɑrDA	fuɑrtɑ	fuɑrdɑ
jɑnDAki	jɑndeki	jɑndɑki
ʧɯkmADAn	ʧɯkmɑtɑn	ʧɯkmɑdɑn
noktɑlArDA	noktɑlɑrtɑ	noktɑlɑrdɑ
pijɑsɑlArDA	pijɑsɑlɑrtɑ	pijɑsɑlɑrdɑ
kɑrɑrDA	kɑrɑrtɑ	kɑrɑrdɑ
muɑjeneDA	muɑjenete	muɑjenede
sɑnɑjiDA	sɑnɑjite	sɑnɑjide
ʧɑlɯʃmAlArDAn	ʧɑlɯʃmɑlɑrtɑn	ʧɑlɯʃmɑlɑrdɑn
firmɑlArDAn	firmɑlɑrtɑn	firmɑlɑrdɑn
sɯnɯflArDA	sɯnɯflɑrtɑ	sɯnɯflɑrdɑ
yʧnʤHH	yʧnʤuu	yʧnʤyy
ɑlɑnlArDAn	ɑlɑnlɑrtɑn	ɑlɑnlɑrdɑn
geʤeDA	geʤete	geʤede
mɑsrɑfH	mɑsrɑfi	mɑsrɑfɯ
hɑstɑlɯklArDAn	hɑstɑlɯklɑrtɑn	hɑstɑlɯklɑrdɑn
sɑnɑjilAʃmA	sɑnɑjilɑʃmɑ	sɑnɑjileʃme
tɑmɑmlɑnDHkDAn	tɑmɑmlɑntɯktɑn	tɑmɑmlɑndɯktɑn
telgrɑfH	telgrɑfi	telgrɑfɯ
ɑrkɑDA	ɑrkɑtɑ	ɑrkɑdɑ
bilmAH	bilmɑɯ	bilmei
kongreDA	kongrete	kongrede
