uf	pred	sf
olDHklArH	oltuklɑrɯ	olduklɑrɯ
syreDA	syrete	syrede
ylkeDA	ylkete	ylkede
dereʤeDA	dereʤete	dereʤede
hɑllArDA	hɑllɑrdɑ	hɑllerde
kontrolH	kontrolu	kontroly
nereDA	nerete	nerede
sɯnɑvH	sɯnɑvi	sɯnɑvɯ
tɑrihDA	tɑrihde	tɑrihte
rolH	rolu	roly
dynjɑDAki	dynjɑdeki	dynjɑdɑki
olmADAn	olmɑdɑn	olmɑtɑn
mɑddeDA	mɑddete	mɑddede
burɑDAki	burɑdeki	burɑdɑki
sɑjeDA	sɑjete	sɑjede
hɑlH	hɑlɯ	hɑli
sɑɑtH	sɑɑtɯ	sɑɑti
konuDAki	konutɑki	konudɑki
ʧerʧeveDA	ʧerʧevete	ʧerʧevede
ɑlDHklArH	ɑltɯklɑrɯ	ɑldɯklɑrɯ
dikkɑtlH	dikkɑtlɯ	dikkɑtli
sɑɑtlArH	sɑɑtlɑrɯ	sɑɑtleri
isteDHklArH	istetikleri	istedikleri
bølgeDAki	bølgeteki	bølgedeki
usulH	usulu	usuly
nereDAn	nereten	nereden
ileriDA	ilerite	ileride
sɑɑtDA	sɑɑttɑ	sɑɑtte
kiʃiDAn	kiʃiten	kiʃiden
tɑrihA	tɑrihɑ	tɑrihe
sevijeDA	sevijete	sevijede
gerʧeklAʃAn	gerʧeklɑʃɑn	gerʧekleʃen
sɑɑtlHk	sɑɑtlɯk	sɑɑtlik
verDHklArH	vertikleri	verdikleri
geriDA	gerite	geride
ɑlɑnDAki	ɑlɑndeki	ɑlɑndɑki
jɑpmADA	jɑpmɑdɑ	jɑpmɑtɑ
suDA	sutɑ	sudɑ
dikkɑtH	dikkɑtɯ	dikkɑti
bɑʃvuruDA	bɑʃvurutɑ	bɑʃvurudɑ
vermADAn	vermeten	vermeden
kyresAllAʃmA	kyresɑllɑʃmɑ	kyreselleʃme
kɑliteDA	kɑlitete	kɑlitede
bulunmADA	bulunmɑdɑ	bulunmɑtɑ
yjeDAn	yjeten	yjeden
hɑstɑneDA	hɑstɑnete	hɑstɑnede
listeDA	listete	listede
proʒeDA	proʒete	proʒede
doɰrultuDA	doɰrultutɑ	doɰrultudɑ
etmADAn	etmeten	etmeden
kɑbulH	kɑbulu	kɑbuly
vɑdeDA	vɑdete	vɑdede
yniversiteDA	yniversitete	yniversitede
gɑzeteDA	gɑzetete	gɑzetede
siteDA	sitete	sitede
kontrollH	kontrollu	kontrolly
ylkeDAn	ylketen	ylkeden
ɑlmADA	ɑlmɑdɑ	ɑlmɑtɑ
penʤereDA	penʤerete	penʤerede
olDHkDAn	oltuktɑn	olduktɑn
ʧɑlɯʃmAlArmHz	ʧɑlɯʃmɑlɑrmiz	ʧɑlɯʃmɑlɑrmɯz
ijilAʃmA	ijilɑʃmɑ	ijileʃme
ylkeDAki	ylketeki	ylkedeki
penʤereDAn	penʤereten	penʤereden
protokolH	protokolu	protokoly
sɑnijeDA	sɑnijete	sɑnijede
ɑrkɑdɑʃlArmHz	ɑrkɑdɑʃlɑrmiz	ɑrkɑdɑʃlɑrmɯz
ihtimɑlH	ihtimɑlɯ	ihtimɑli
seneDA	senete	senede
geʧmADAn	geʧmeten	geʧmeden
øɰleDAn	øɰleten	øɰleden
ɑlDHkDAn	ɑltɯktɑn	ɑldɯktɑn
normɑlDA	normɑldɑ	normɑlde
tedɑviDA	tedɑvite	tedɑvide
ekonomiDA	ekonomite	ekonomide
menyDA	menyte	menyde
myʤɑdeleDA	myʤɑdelete	myʤɑdelede
sɑɑtlAr	sɑɑtlɑr	sɑɑtler
ʧɑlɯʃmADA	ʧɑlɯʃmɑdɑ	ʧɑlɯʃmɑtɑ
sɑɑtlArDA	sɑɑtlɑrdɑ	sɑɑtlerde
bɑʃkɑnmHz	bɑʃkɑnmiz	bɑʃkɑnmɯz
gørDHklArH	gørtykleri	gørdykleri
menyDAn	menyten	menyden
