uf	pred	sf
ɑʃɑɰɯDAki	ɑʃɑɰɯtɑki	ɑʃɑɰɯdɑki
sɑjɯDA	sɑjɯtɑ	sɑjɯdɑ
ɑʃɑɰɯDA	ɑʃɑɰɯtɑ	ɑʃɑɰɯdɑ
dikkɑtA	dikkɑtɑ	dikkɑte
jukɑrɯDA	jukɑrɯtɑ	jukɑrɯdɑ
bølgeDA	bølgete	bølgede
syreDA	syrete	syrede
ylkeDA	ylkete	ylkede
ɑʧɯDAn	ɑʧɯtɑn	ɑʧɯdɑn
jukɑrɯDAki	jukɑrɯtɑki	jukɑrɯdɑki
dereʤeDA	dereʤete	dereʤede
hɑllArDA	hɑllɑrdɑ	hɑllerde
kontrolH	kontrolu	kontroly
kɑtkɯDA	kɑtkɯtɑ	kɑtkɯdɑ
deɰiʃAn	deɰiʃɑn	deɰiʃen
toplɑntɯDA	toplɑntɯtɑ	toplɑntɯdɑ
nereDA	nerete	nerede
sɯnɑvH	sɯnɑvi	sɯnɑvɯ
rolH	rolu	roly
olmADAn	olmɑdɑn	olmɑtɑn
burɑDAki	burɑdeki	burɑdɑki
sɑjeDA	sɑjete	sɑjede
sonuʧDA	sonuʧdɑ	sonuʧtɑ
hɑlH	hɑlɯ	hɑli
sɑɑtH	sɑɑtɯ	sɑɑti
konuDAki	konutɑki	konudɑki
ʧerʧeveDA	ʧerʧevete	ʧerʧevede
ɑlDHklArH	ɑltɯklɑrɯ	ɑldɯklɑrɯ
dikkɑtlH	dikkɑtlɯ	dikkɑtli
sɑɑtlArH	sɑɑtlɑrɯ	sɑɑtleri
isteDHklArH	istetikleri	istedikleri
bølgeDAki	bølgeteki	bølgedeki
usulH	usulu	usuly
kɑblosHz	kɑblosiz	kɑblosuz
bilgilArHHn	bilgilɑrɯɯn	bilgileriin
mesɑʒH	mesɑʒi	mesɑʒɯ
nereDAn	nereten	nereden
bulunDHklArH	buluntuklɑrɯ	bulunduklɑrɯ
bɑʃlɑngɯʧDA	bɑʃlɑngɯʧdɑ	bɑʃlɑngɯʧtɑ
ileriDA	ilerite	ileride
sɑɑtDA	sɑɑttɑ	sɑɑtte
kiʃiDAn	kiʃiten	kiʃiden
tɑrihA	tɑrihɑ	tɑrihe
dɯʃɑrɯDAn	dɯʃɑrɯtɑn	dɯʃɑrɯdɑn
sevijeDA	sevijete	sevijede
girmAH	girmɑɯ	girmei
yʧDA	yʧde	yʧte
sɑɑtlHk	sɑɑtlɯk	sɑɑtlik
geriDA	gerite	geride
ɑlɑnDAki	ɑlɑndeki	ɑlɑndɑki
øɰrenʤilArHHn	øɰrenʤilɑrɯɯn	øɰrenʤileriin
sonsHz	sonsiz	sonsuz
jɑpɯDA	jɑpɯtɑ	jɑpɯdɑ
jɑpmADA	jɑpmɑdɑ	jɑpmɑtɑ
suDA	sutɑ	sudɑ
øzellHklArHHn	øzelliklɑrɯɯn	øzellikleriin
bɑʃvuruDA	bɑʃvurutɑ	bɑʃvurudɑ
syreʧDA	syreʧde	syreʧte
vermADAn	vermeten	vermeden
sɑhiplArHHn	sɑhiplɑrɯɯn	sɑhipleriin
kɑliteDA	kɑlitete	kɑlitede
bulunmADA	bulunmɑdɑ	bulunmɑtɑ
yjeDAn	yjeten	yjeden
hɑstɑneDA	hɑstɑnete	hɑstɑnede
listeDA	listete	listede
jɑzɯDA	jɑzɯtɑ	jɑzɯdɑ
proʒeDA	proʒete	proʒede
deɰerlendirmAH	deɰerlendirmɑɯ	deɰerlendirmei
doɰrultuDA	doɰrultutɑ	doɰrultudɑ
etmADAn	etmeten	etmeden
vɑdeDA	vɑdete	vɑdede
gɑzeteDA	gɑzetete	gɑzetede
siteDA	sitete	sitede
kontrollH	kontrollu	kontrolly
ylkeDAn	ylketen	ylkeden
ɑlmADA	ɑlmɑdɑ	ɑlmɑtɑ
