uf	pred	sf
dynjɑDA	dynjɑtɑ	dynjɑdɑ
ɑrɑDA	ɑrɑtɑ	ɑrɑdɑ
dikkɑtA	dikkɑtɑ	dikkɑte
ølʧyDA	ølʧyte	ølʧyde
ortɑDAn	ortɑtɑn	ortɑdɑn
bølgeDA	bølgete	bølgede
olDHklArH	oltuklɑrɯ	olduklɑrɯ
syreDA	syrete	syrede
ylkeDA	ylkete	ylkede
orɑDA	orɑtɑ	orɑdɑ
dyzejDA	dyzejte	dyzejde
formH	formi	formu
sɯrɑDA	sɯrɑtɑ	sɯrɑdɑ
dereʤeDA	dereʤete	dereʤede
burɑDAn	burɑtɑn	burɑdɑn
olmADAn	olmɑtɑn	olmɑdɑn
kontrolH	kontrolu	kontroly
ɑjDA	ɑjtɑ	ɑjdɑ
noktɑDA	noktɑtɑ	noktɑdɑ
nereDA	nerete	nerede
sɯnɑvH	sɯnɑvi	sɯnɑvɯ
rolH	rolu	roly
dynjɑDAki	dynjɑdeki	dynjɑdɑki
mɑddeDA	mɑddete	mɑddede
burɑDAki	burɑdeki	burɑdɑki
ryjɑDA	ryjɑtɑ	ryjɑdɑ
sɑjeDA	sɑjete	sɑjede
sonuʧDA	sonuʧdɑ	sonuʧtɑ
ʧɑlɯʃmADA	ʧɑlɯʃmɑtɑ	ʧɑlɯʃmɑdɑ
ɑʃɑmɑDA	ɑʃɑmɑtɑ	ɑʃɑmɑdɑ
sɑɑtH	sɑɑtɯ	sɑɑti
hɑftɑDA	hɑftɑtɑ	hɑftɑdɑ
ʧerʧeveDA	ʧerʧevete	ʧerʧevede
ɑlDHklArH	ɑltɯklɑrɯ	ɑldɯklɑrɯ
dikkɑtlH	dikkɑtlɯ	dikkɑtli
sɑɑtlArH	sɑɑtlɑrɯ	sɑɑtleri
isteDHklArH	istetikleri	istedikleri
usulH	usulu	usuly
mesɑʒH	mesɑʒi	mesɑʒɯ
nereDAn	nereten	nereden
hɑstɑDA	hɑstɑtɑ	hɑstɑdɑ
orɑDAn	orɑtɑn	orɑdɑn
bɑʃlɑngɯʧDA	bɑʃlɑngɯʧdɑ	bɑʃlɑngɯʧtɑ
ileriDA	ilerite	ileride
ujgulɑmɑDA	ujgulɑmɑtɑ	ujgulɑmɑdɑ
sɑɑtDA	sɑɑttɑ	sɑɑtte
ɑʧɯklɑmADA	ɑʧɯklɑmɑtɑ	ɑʧɯklɑmɑdɑ
kiʃiDAn	kiʃiten	kiʃiden
tɑrihA	tɑrihɑ	tɑrihe
sevijeDA	sevijete	sevijede
ortɑDA	ortɑtɑ	ortɑdɑ
noktɑDAn	noktɑtɑn	noktɑdɑn
yʧDA	yʧde	yʧte
pijɑsɑDA	pijɑsɑtɑ	pijɑsɑdɑ
sɑɑtlHk	sɑɑtlɯk	sɑɑtlik
ɑjDAn	ɑjtɑn	ɑjdɑn
geriDA	gerite	geride
ɑlɑnDAki	ɑlɑndeki	ɑlɑndɑki
sɑjfɑDA	sɑjfɑtɑ	sɑjfɑdɑ
dikkɑtH	dikkɑtɯ	dikkɑti
ʃejDAn	ʃejten	ʃejden
syreʧDA	syreʧde	syreʧte
hɑvɑDA	hɑvɑtɑ	hɑvɑdɑ
vermADAn	vermeten	vermeden
bɑʃlɑmADAn	bɑʃlɑmɑtɑn	bɑʃlɑmɑdɑn
kɑliteDA	kɑlitete	kɑlitede
yjeDAn	yjeten	yjeden
ɑlmADAn	ɑlmɑtɑn	ɑlmɑdɑn
duruʃmɑDA	duruʃmɑtɑ	duruʃmɑdɑ
hɑstɑneDA	hɑstɑnete	hɑstɑnede
listeDA	listete	listede
proʒeDA	proʒete	proʒede
etmADAn	etmeten	etmeden
kɑbulH	kɑbulu	kɑbuly
vɑdeDA	vɑdete	vɑdede
sɯrɑDAn	sɯrɑtɑn	sɯrɑdɑn
yniversiteDA	yniversitete	yniversitede
gɑzeteDA	gɑzetete	gɑzetede
siteDA	sitete	sitede
dɑkikɑDA	dɑkikɑtɑ	dɑkikɑdɑ
ɑrɑDAn	ɑrɑtɑn	ɑrɑdɑn
kontrollH	kontrollu	kontrolly
jɑpmADAn	jɑpmɑtɑn	jɑpmɑdɑn
dɑvɑDA	dɑvɑtɑ	dɑvɑdɑ
sendromH	sendromi	sendromu
ylkeDAn	ylketen	ylkeden
køjDA	køjte	køjde
penʤereDA	penʤerete	penʤerede
plɑtformH	plɑtformi	plɑtformu
olDHkDAn	oltuktɑn	olduktɑn
ɑvɑntɑʒH	ɑvɑntɑʒi	ɑvɑntɑʒɯ
olɑjDA	olɑjtɑ	olɑjdɑ
ylkeDAki	ylketeki	ylkedeki
penʤereDAn	penʤereten	penʤereden
protokolH	protokolu	protokoly
sɑnijeDA	sɑnijete	sɑnijede
ihtimɑlH	ihtimɑlɯ	ihtimɑli
sɑhɑDA	sɑhɑtɑ	sɑhɑdɑ
seneDA	senete	senede
jɑzArAk	jɑzerek	jɑzɑrɑk
geʧmADAn	geʧmeten	geʧmeden
øɰleDAn	øɰleten	øɰleden
ɑlDHkDAn	ɑltɯktɑn	ɑldɯktɑn
kullɑnDHklArH	kullɑntɯklɑrɯ	kullɑndɯklɑrɯ
normɑlDA	normɑldɑ	normɑlde
odɑDA	odɑtɑ	odɑdɑ
dyʃHʃ	dyʃiʃ	dyʃyʃ
binɑDA	binɑtɑ	binɑdɑ
kɑlmADAn	kɑlmɑtɑn	kɑlmɑdɑn
tedɑviDA	tedɑvite	tedɑvide
ekonomiDA	ekonomite	ekonomide
menyDA	menyte	menyde
olɑjDAn	olɑjtɑn	olɑjdɑn
geʧDHkʧA	geʧdikʧe	geʧtikʧe
konuʃmADA	konuʃmɑtɑ	konuʃmɑdɑ
myʤɑdeleDA	myʤɑdelete	myʤɑdelede
jɑpAʤAklArH	jɑpeʤekleri	jɑpɑʤɑklɑrɯ
sɑɑtlAr	sɑɑtlɑr	sɑɑtler
sɑɑtlArDA	sɑɑtlɑrdɑ	sɑɑtlerde
ɑrɑʃtɯrmADA	ɑrɑʃtɯrmɑtɑ	ɑrɑʃtɯrmɑdɑ
menyDAn	menyten	menyden
jɑʃɑDHklArH	jɑʃɑtɯklɑrɯ	jɑʃɑdɯklɑrɯ
orɑDAki	orɑdeki	orɑdɑki
ɑlɯnDHkDAn	ɑlɯntɯktɑn	ɑlɯndɯktɑn
olmADHkʧA	olmɑtɯkʧɑ	olmɑdɯkʧɑ
listeDAn	listeten	listeden
ʧevreDA	ʧevrete	ʧevrede
geʧDHkDAn	geʧdikten	geʧtikten
iptɑlH	iptɑlɯ	iptɑli
doɰɑDA	doɰɑtɑ	doɰɑdɑ
jøreDA	jørete	jørede
søzleʃmeDA	søzleʃmete	søzleʃmede
usullArH	usullɑrɯ	usulleri
dujDHklArH	dujtuklɑrɯ	dujduklɑrɯ
ɑrɑziDA	ɑrɑzite	ɑrɑzide
kontrollArH	kontrollɑrɯ	kontrolleri
sɑjfɑDAn	sɑjfɑtɑn	sɑjfɑdɑn
fɯkrɑDA	fɯkrɑtɑ	fɯkrɑdɑ
ɑrɑmHzDA	ɑrɑmizde	ɑrɑmɯzdɑ
bɑrɑʒH	bɑrɑʒi	bɑrɑʒɯ
girmADAn	girmeten	girmeden
lirɑDAn	lirɑtɑn	lirɑdɑn
dønHʃH	dønɯʃɯ	dønyʃy
birɑrɑDA	birɑrɑtɑ	birɑrɑdɑ
herʃejDAn	herʃejten	herʃejden
sɑɑtA	sɑɑtɑ	sɑɑte
gelmADAn	gelmeten	gelmeden
hɑllAr	hɑllɑr	hɑller
ɑlkollH	ɑlkollu	ɑlkolly
kiʃiDA	kiʃite	kiʃide
ɑrɑDAki	ɑrɑdeki	ɑrɑdɑki
doɰHʃ	doɰiʃ	doɰuʃ
montɑʒH	montɑʒi	montɑʒɯ
pijɑsɑDAki	pijɑsɑdeki	pijɑsɑdɑki
mesɑfeDA	mesɑfete	mesɑfede
bølgeDAn	bølgeten	bølgeden
dergiDA	dergite	dergide
hɑjɑlH	hɑjɑlɯ	hɑjɑli
durmADAn	durmɑtɑn	durmɑdɑn
syreDAn	syreten	syreden
ilʧeDA	ilʧete	ilʧede
hɑrfH	hɑrfɯ	hɑrfi
ekrɑnDAki	ekrɑndeki	ekrɑndɑki
mɑlzemeDAn	mɑlzemeten	mɑlzemeden
jɑrɯʃmɑDA	jɑrɯʃmɑtɑ	jɑrɯʃmɑdɑ
sɑɑtDAn	sɑɑttɑn	sɑɑtten
esnɑDA	esnɑtɑ	esnɑdɑ
hɑvɑDAn	hɑvɑtɑn	hɑvɑdɑn
tɑmɑmlADHkDAn	tɑmɑmlɑtɯktɑn	tɑmɑmlɑdɯktɑn
tɑrɑfDAki	tɑrɑfteki	tɑrɑftɑki
ɑlɑnlArDAki	ɑlɑnlerdeki	ɑlɑnlɑrdɑki
hɑftɑDAn	hɑftɑtɑn	hɑftɑdɑn
sonsHzA	sonsize	sonsuzɑ
ɑnDAki	ɑndeki	ɑndɑki
dynjɑDAn	dynjɑtɑn	dynjɑdɑn
ɑrkɑDAn	ɑrkɑtɑn	ɑrkɑdɑn
festivɑlH	festivɑlɯ	festivɑli
syrɑtlH	syrɑtlɯ	syrɑtli
sembolH	sembolu	semboly
ɑlɯnmADAn	ɑlɯnmɑtɑn	ɑlɯnmɑdɑn
deɰerlendirmADA	deɰerlendirmete	deɰerlendirmede
sonrɑDA	sonrɑtɑ	sonrɑdɑ
netiʤeDA	netiʤete	netiʤede
