uf	pred	sf
hɑlDA	hɑldɑ	hɑlde
yʧnʤH	yʧnʤi	yʧnʤy
dikkɑtA	dikkɑtɑ	dikkɑte
bølgeDA	bølgete	bølgede
ylkeDA	ylkete	ylkede
hɑllArDA	hɑllɑrdɑ	hɑllerde
kontrolH	kontrolu	kontroly
jɑpDHklArH	jɑpdɯklɑrɯ	jɑptɯklɑrɯ
nereDA	nerete	nerede
rolH	rolu	roly
olmADAn	olmɑdɑn	olmɑtɑn
mɑddeDA	mɑddete	mɑddede
sɑjeDA	sɑjete	sɑjede
sonuʧDA	sonuʧdɑ	sonuʧtɑ
hɑlH	hɑlɯ	hɑli
sɑɑtH	sɑɑtɯ	sɑɑti
konuDAki	konutɑki	konudɑki
etkilAAn	etkilɑɑn	etkileen
ʧerʧeveDA	ʧerʧevete	ʧerʧevede
sɑɑtlArH	sɑɑtlɑrɯ	sɑɑtleri
isteDHklArH	istetikleri	istedikleri
bølgeDAki	bølgeteki	bølgedeki
usulH	usulu	usuly
mesɑʒH	mesɑʒi	mesɑʒɯ
nereDAn	nereten	nereden
bɑʃlɑngɯʧDA	bɑʃlɑngɯʧdɑ	bɑʃlɑngɯʧtɑ
ileriDA	ilerite	ileride
sɑɑtDA	sɑɑttɑ	sɑɑtte
kiʃiDAn	kiʃiten	kiʃiden
grupDA	grupdɑ	gruptɑ
sevijeDA	sevijete	sevijede
yʧDA	yʧde	yʧte
sɑɑtlHk	sɑɑtlɯk	sɑɑtlik
verDHklArH	vertikleri	verdikleri
geriDA	gerite	geride
jɑpmADA	jɑpmɑdɑ	jɑpmɑtɑ
suDA	sutɑ	sudɑ
dikkɑtH	dikkɑtɯ	dikkɑti
bɑʃvuruDA	bɑʃvurutɑ	bɑʃvurudɑ
syreʧDA	syreʧde	syreʧte
kullAnHʤHA	kullɑniʤie	kullɑnɯʤɯɑ
vermADAn	vermeten	vermeden
kɑliteDA	kɑlitete	kɑlitede
bulunmADA	bulunmɑdɑ	bulunmɑtɑ
yjeDAn	yjeten	yjeden
hɑstɑneDA	hɑstɑnete	hɑstɑnede
listeDA	listete	listede
proʒeDA	proʒete	proʒede
kitɑpDA	kitɑpdɑ	kitɑptɑ
doɰrultuDA	doɰrultutɑ	doɰrultudɑ
etmADAn	etmeten	etmeden
kɑbulH	kɑbulu	kɑbuly
vɑdeDA	vɑdete	vɑdede
yniversiteDA	yniversitete	yniversitede
gɑzeteDA	gɑzetete	gɑzetede
siteDA	sitete	sitede
topDAn	topdɑn	toptɑn
kontrollH	kontrollu	kontrolly
ylkeDAn	ylketen	ylkeden
ɑlmADA	ɑlmɑdɑ	ɑlmɑtɑ
penʤereDA	penʤerete	penʤerede
ɑvɑntɑʒH	ɑvɑntɑʒi	ɑvɑntɑʒɯ
deɰerlendirmAA	deɰerlendirmɑɑ	deɰerlendirmee
ylkeDAki	ylketeki	ylkedeki
penʤereDAn	penʤereten	penʤereden
protokolH	protokolu	protokoly
sɑnijeDA	sɑnijete	sɑnijede
ihtimɑlH	ihtimɑlɯ	ihtimɑli
seneDA	senete	senede
geʧmADAn	geʧmeten	geʧmeden
øɰleDAn	øɰleten	øɰleden
normɑlDA	normɑldɑ	normɑlde
getirmAA	getirmɑɑ	getirmee
izlAnmAH	izlɑnmɑɯ	izlenmei
tedɑviDA	tedɑvite	tedɑvide
ekonomiDA	ekonomite	ekonomide
menyDA	menyte	menyde
jɑpDHkDAn	jɑpdɯktɑn	jɑptɯktɑn
myʤɑdeleDA	myʤɑdelete	myʤɑdelede
jɑpAʤAklArH	jɑpeʤekleri	jɑpɑʤɑklɑrɯ
sɑɑtlAr	sɑɑtlɑr	sɑɑtler
ʧɑlɯʃmADA	ʧɑlɯʃmɑdɑ	ʧɑlɯʃmɑtɑ
sɑɑtlArDA	sɑɑtlɑrdɑ	sɑɑtlerde
menyDAn	menyten	menyden
geliʃmAA	geliʃmɑɑ	geliʃmee
olmADHkʧA	olmɑtɯkʧɑ	olmɑdɯkʧɑ
geliʃmAHn	geliʃmɑɯn	geliʃmein
olmADA	olmɑdɑ	olmɑtɑ
ʧɑpDA	ʧɑpdɑ	ʧɑptɑ
listeDAn	listeten	listeden
ʧevreDA	ʧevrete	ʧevrede
suDAn	sutɑn	sudɑn
