uf	pred	sf
hɑlA	hɑlɑ	hɑle
hɑlDA	hɑldɑ	hɑlde
bølgeDA	bølgete	bølgede
syreDA	syrete	syrede
ylkeDA	ylkete	ylkede
dereʤeDA	dereʤete	dereʤede
hɑllArDA	hɑllɑrdɑ	hɑllerde
kontrolH	kontrolu	kontroly
nereDA	nerete	nerede
sɯnɑvH	sɯnɑvi	sɯnɑvɯ
rolH	rolu	roly
dynjɑDAki	dynjɑdeki	dynjɑdɑki
olmADAn	olmɑdɑn	olmɑtɑn
burɑDAki	burɑdeki	burɑdɑki
sɑjeDA	sɑjete	sɑjede
sonuʧDA	sonuʧdɑ	sonuʧtɑ
hɑlH	hɑlɯ	hɑli
sɑɑtH	sɑɑtɯ	sɑɑti
konuDAki	konutɑki	konudɑki
dikkɑtlH	dikkɑtlɯ	dikkɑtli
sɑɑtlArH	sɑɑtlɑrɯ	sɑɑtleri
isteDHklArH	istetikleri	istedikleri
tɑrɑfH	tɑrɑfi	tɑrɑfɯ
bølgeDAki	bølgeteki	bølgedeki
usulH	usulu	usuly
bilgilArHHn	bilgilɑrɯɯn	bilgileriin
nereDAn	nereten	nereden
bɑʃlɑngɯʧDA	bɑʃlɑngɯʧdɑ	bɑʃlɑngɯʧtɑ
ileriDA	ilerite	ileride
sɑɑtDA	sɑɑtdɑ	sɑɑtte
kiʃiDAn	kiʃiten	kiʃiden
tɑrihA	tɑrihɑ	tɑrihe
grupDA	grupdɑ	gruptɑ
sevijeDA	sevijete	sevijede
hɑjɑtDA	hɑjɑtdɑ	hɑjɑttɑ
yʧDA	yʧde	yʧte
sɑɑtlHk	sɑɑtlɯk	sɑɑtlik
verDHklArH	vertikleri	verdikleri
geriDA	gerite	geride
ɑlɑnDAki	ɑlɑndeki	ɑlɑndɑki
øɰrenʤilArHHn	øɰrenʤilɑrɯɯn	øɰrenʤileriin
jɑpmADA	jɑpmɑdɑ	jɑpmɑtɑ
suDA	sutɑ	sudɑ
dikkɑtH	dikkɑtɯ	dikkɑti
øzellHklArHHn	øzelliklɑrɯɯn	øzellikleriin
bɑʃvuruDA	bɑʃvurutɑ	bɑʃvurudɑ
syreʧDA	syreʧde	syreʧte
vermADAn	vermeten	vermeden
sɑhiplArHHn	sɑhiplɑrɯɯn	sɑhipleriin
kɑliteDA	kɑlitete	kɑlitede
bulunmADA	bulunmɑdɑ	bulunmɑtɑ
yjeDAn	yjeten	yjeden
hɑstɑneDA	hɑstɑnete	hɑstɑnede
listeDA	listete	listede
proʒeDA	proʒete	proʒede
kitɑpDA	kitɑpdɑ	kitɑptɑ
doɰrultuDA	doɰrultutɑ	doɰrultudɑ
etmADAn	etmeten	etmeden
fotoɰrɑfH	fotoɰrɑfi	fotoɰrɑfɯ
kɑbulH	kɑbulu	kɑbuly
vɑdeDA	vɑdete	vɑdede
yniversiteDA	yniversitete	yniversitede
gɑzeteDA	gɑzetete	gɑzetede
siteDA	sitete	sitede
topDAn	topdɑn	toptɑn
kontrollH	kontrollu	kontrolly
ɑltDA	ɑltdɑ	ɑlttɑ
tɑrɑfHn	tɑrɑfin	tɑrɑfɯn
ɑlmADA	ɑlmɑdɑ	ɑlmɑtɑ
penʤereDA	penʤerete	penʤerede
kendilArHHn	kendilɑrɯɯn	kendileriin
øɰrenʤilArmHzHn	øɰrenʤilɑrmɯzɯn	øɰrenʤilermizin
fɑɑlijetDA	fɑɑlijetde	fɑɑlijette
bojutDA	bojutdɑ	bojuttɑ
fotoɰrɑfHn	fotoɰrɑfin	fotoɰrɑfɯn
ijilAʃmA	ijilɑʃmɑ	ijileʃme
ylkeDAki	ylketeki	ylkedeki
tesislArHHn	tesislɑrɯɯn	tesisleriin
protokolH	protokolu	protokoly
sɑnijeDA	sɑnijete	sɑnijede
suretDA	suretde	surette
ihtimɑlH	ihtimɑlɯ	ihtimɑli
dønHp	dønup	dønyp
jønetiʤilArHHn	jønetiʤilɑrɯɯn	jønetiʤileriin
sɑnɑtDA	sɑnɑtdɑ	sɑnɑttɑ
seneDA	senete	senede
geʧmADAn	geʧmeten	geʧmeden
øɰleDAn	øɰleten	øɰleden
internetDA	internetde	internette
normɑlDA	normɑldɑ	normɑlde
etkilArHHn	etkilɑrɯɯn	etkileriin
tedɑviDA	tedɑvite	tedɑvide
ekonomiDA	ekonomite	ekonomide
