uf	pred	sf
teatraLis	teatraris	teatralis
perliberaLis	perliberaris	perliberalis
awernaLis	awernaris	awernalis
libraLis	libraris	libralis
tripedaLis	tripedaris	tripedalis
korporaLis	korporaris	korporalis
trigonaLis	trigonaris	trigonalis
krinaLis	krinaris	krinalis
ruminaLis	ruminaris	ruminalis
sepulkraLis	sepulkraris	sepulkralis
originaLis	originaris	originalis
nowerkaLis	nowerkaris	nowerkalis
terminaLis	terminaris	terminalis
wrginaLis	wrginaris	wrginalis
wiraLis	wiraris	wiralis
turmaLis	turmaris	turmalis
artifikiaLis	artifikiaris	artifikialis
kentumwiraLis	kentumwiraris	kentumwiralis
arwaLis	arwaris	arwalis
