uf	pred	sf
perliberaLis	perliberaris	perliberalis
tripedaLis	tripedaris	tripedalis
inliberaLis	inliberaris	inliberalis
kadrigaLis	kadrigaris	kadrigalis
palmipedaLis	palmipedaris	palmipedalis
kommortaLis	kommortaris	kommortalis
trigonaLis	trigonaris	trigonalis
armentaLis	armentaris	armentalis
riuaLis	riuaris	riualis
triumuiraLis	triumuiraris	triumuiralis
sepulkraLis	sepulkraris	sepulkralis
originaLis	originaris	originalis
nowerkaLis	nowerkaris	nowerkalis
lustraLis	lustraris	lustralis
wolataLis	wolataris	wolatalis
litoraLis	litoraris	litoralis
iliberaLis	iliberaris	iliberalis
kentumwiraLis	kentumwiraris	kentumwiralis
