uf	pred	sf
inrationaLis	inrationaris	inrationalis
histrionaLis	histrionaris	histrionalis
awernaLis	awernaris	awernalis
esuriaLis	esuriaris	esurialis
tripedaLis	tripedaris	tripedalis
inliberaLis	inliberaris	inliberalis
menstruaLis	menstruaris	menstrualis
korporaLis	korporaris	korporalis
riuaLis	riuaris	riualis
sepulkraLis	sepulkraris	sepulkralis
originaLis	originaris	originalis
nowerkaLis	nowerkaris	nowerkalis
wolataLis	wolataris	wolatalis
terminaLis	terminaris	terminalis
wrginaLis	wrginaris	wrginalis
artifikiaLis	artifikiaris	artifikialis
arwaLis	arwaris	arwalis
dekemwiraLis	dekemwiraris	dekemwiralis
