uf	pred	sf
pastoraLis	pastoraris	pastoralis
matronaLis	matronaris	matronalis
trabaLis	trabaris	trabalis
esuriaLis	esuriaris	esurialis
libraLis	libraris	libralis
inliberaLis	inliberaris	inliberalis
menstruaLis	menstruaris	menstrualis
formaLis	formaris	formalis
kommortaLis	kommortaris	kommortalis
krinaLis	krinaris	krinalis
ruminaLis	ruminaris	ruminalis
riuaLis	riuaris	riualis
memoriaLis	memoriaris	memorialis
wrginaLis	wrginaris	wrginalis
artifikiaLis	artifikiaris	artifikialis
latiaLis	latiaris	latialis
arwaLis	arwaris	arwalis
