uf	pred	sf
menstruaLis	menstruaris	menstrualis
formaLis	formaris	formalis
kadrigaLis	kadrigaris	kadrigalis
korporaLis	korporaris	korporalis
palmipedaLis	palmipedaris	palmipedalis
trigonaLis	trigonaris	trigonalis
armentaLis	armentaris	armentalis
riuaLis	riuaris	riualis
triumuiraLis	triumuiraris	triumuiralis
memoriaLis	memoriaris	memorialis
dorsuaLis	dorsuaris	dorsualis
sepulkraLis	sepulkraris	sepulkralis
nowerkaLis	nowerkaris	nowerkalis
latrokinaLis	latrokinaris	latrokinalis
wrginaLis	wrginaris	wrginalis
wiraLis	wiraris	wiralis
artifikiaLis	artifikiaris	artifikialis
arwaLis	arwaris	arwalis
