uf	pred	sf
trabaLis	trabaris	trabalis
libraLis	libraris	libralis
inliberaLis	inliberaris	inliberalis
pertaLis	pertaris	pertalis
formaLis	formaris	formalis
korporaLis	korporaris	korporalis
kommortaLis	kommortaris	kommortalis
armentaLis	armentaris	armentalis
krinaLis	krinaris	krinalis
memoriaLis	memoriaris	memorialis
nowerkaLis	nowerkaris	nowerkalis
lustraLis	lustraris	lustralis
wolataLis	wolataris	wolatalis
terminaLis	terminaris	terminalis
wrginaLis	wrginaris	wrginalis
wiraLis	wiraris	wiralis
iliberaLis	iliberaris	iliberalis
kentumwiraLis	kentumwiraris	kentumwiralis
dekemwiraLis	dekemwiraris	dekemwiralis
