uf	pred	sf
ɑʃɑɰɯDAki	ɑʃɑɰɯtɑki	ɑʃɑɰɯdɑki
hɑlDA	hɑldɑ	hɑlde
ɑrɑDA	ɑrɑtɑ	ɑrɑdɑ
sɑjɯDA	sɑjɯtɑ	sɑjɯdɑ
ɑʃɑɰɯDA	ɑʃɑɰɯtɑ	ɑʃɑɰɯdɑ
jukɑrɯDA	jukɑrɯtɑ	jukɑrɯdɑ
ølʧyDA	ølʧyte	ølʧyde
ortɑDAn	ortɑtɑn	ortɑdɑn
syreDA	syrete	syrede
ylkeDA	ylkete	ylkede
sɯrɑDA	sɯrɑtɑ	sɯrɑdɑ
ɑʧɯDAn	ɑʧɯtɑn	ɑʧɯdɑn
jukɑrɯDAki	jukɑrɯtɑki	jukɑrɯdɑki
dereʤeDA	dereʤete	dereʤede
burɑDAn	burɑtɑn	burɑdɑn
olmADAn	olmɑtɑn	olmɑdɑn
hɑllArDA	hɑllɑrdɑ	hɑllerde
kontrolH	kontrolu	kontroly
kɑtkɯDA	kɑtkɯtɑ	kɑtkɯdɑ
noktɑDA	noktɑtɑ	noktɑdɑ
toplɑntɯDA	toplɑntɯtɑ	toplɑntɯdɑ
rolH	rolu	roly
mɑddeDA	mɑddete	mɑddede
ryjɑDA	ryjɑtɑ	ryjɑdɑ
sɑjeDA	sɑjete	sɑjede
ʧɑlɯʃmADA	ʧɑlɯʃmɑtɑ	ʧɑlɯʃmɑdɑ
ɑʃɑmɑDA	ɑʃɑmɑtɑ	ɑʃɑmɑdɑ
hɑlH	hɑlɯ	hɑli
sɑɑtH	sɑɑtɯ	sɑɑti
konuDAki	konutɑki	konudɑki
ʧerʧeveDA	ʧerʧevete	ʧerʧevede
dikkɑtlH	dikkɑtlɯ	dikkɑtli
sɑɑtlArH	sɑɑtlɑrɯ	sɑɑtleri
isteDHklArH	istetikleri	istedikleri
bølgeDAki	bølgeteki	bølgedeki
usulH	usulu	usuly
hɑstɑDA	hɑstɑtɑ	hɑstɑdɑ
orɑDAn	orɑtɑn	orɑdɑn
ujgulɑmɑDA	ujgulɑmɑtɑ	ujgulɑmɑdɑ
sɑɑtDA	sɑɑttɑ	sɑɑtte
ɑʧɯklɑmADA	ɑʧɯklɑmɑtɑ	ɑʧɯklɑmɑdɑ
kiʃiDAn	kiʃiten	kiʃiden
dɯʃɑrɯDAn	dɯʃɑrɯtɑn	dɯʃɑrɯdɑn
sevijeDA	sevijete	sevijede
ortɑDA	ortɑtɑ	ortɑdɑ
noktɑDAn	noktɑtɑn	noktɑdɑn
pijɑsɑDA	pijɑsɑtɑ	pijɑsɑdɑ
sɑɑtlHk	sɑɑtlɯk	sɑɑtlik
geriDA	gerite	geride
sɑjfɑDA	sɑjfɑtɑ	sɑjfɑdɑ
jɑpɯDA	jɑpɯtɑ	jɑpɯdɑ
dikkɑtH	dikkɑtɯ	dikkɑti
bɑʃvuruDA	bɑʃvurutɑ	bɑʃvurudɑ
hɑvɑDA	hɑvɑtɑ	hɑvɑdɑ
vermADAn	vermeten	vermeden
bɑʃlɑmADAn	bɑʃlɑmɑtɑn	bɑʃlɑmɑdɑn
kɑliteDA	kɑlitete	kɑlitede
ɑlmADAn	ɑlmɑtɑn	ɑlmɑdɑn
duruʃmɑDA	duruʃmɑtɑ	duruʃmɑdɑ
hɑstɑneDA	hɑstɑnete	hɑstɑnede
listeDA	listete	listede
jɑzɯDA	jɑzɯtɑ	jɑzɯdɑ
proʒeDA	proʒete	proʒede
doɰrultuDA	doɰrultutɑ	doɰrultudɑ
etmADAn	etmeten	etmeden
kɑbulH	kɑbulu	kɑbuly
dersDA	dersde	derste
yniversiteDA	yniversitete	yniversitede
siteDA	sitete	sitede
dɑkikɑDA	dɑkikɑtɑ	dɑkikɑdɑ
ɑrɑDAn	ɑrɑtɑn	ɑrɑdɑn
topDAn	topdɑn	toptɑn
kontrollH	kontrollu	kontrolly
jɑpmADAn	jɑpmɑtɑn	jɑpmɑdɑn
ɑltDA	ɑltdɑ	ɑlttɑ
dɑvɑDA	dɑvɑtɑ	dɑvɑdɑ
ylkeDAn	ylketen	ylkeden
renkDA	renkde	renkte
penʤereDA	penʤerete	penʤerede
dɯʃɑrɯDA	dɯʃɑrɯtɑ	dɯʃɑrɯdɑ
olDHkDAn	oldukdɑn	olduktɑn
ylkeDAki	ylketeki	ylkedeki
penʤereDAn	penʤereten	penʤereden
protokolH	protokolu	protokoly
sɑnijeDA	sɑnijete	sɑnijede
ihtimɑlH	ihtimɑlɯ	ihtimɑli
sɑhɑDA	sɑhɑtɑ	sɑhɑdɑ
seneDA	senete	senede
geʧmADAn	geʧmeten	geʧmeden
øɰleDAn	øɰleten	øɰleden
normɑlDA	normɑldɑ	normɑlde
odɑDA	odɑtɑ	odɑdɑ
ʧokDAn	ʧokdɑn	ʧoktɑn
dersDAn	dersden	dersten
binɑDA	binɑtɑ	binɑdɑ
kɑlmADAn	kɑlmɑtɑn	kɑlmɑdɑn
tedɑviDA	tedɑvite	tedɑvide
ekonomiDA	ekonomite	ekonomide
menyDA	menyte	menyde
konuʃmADA	konuʃmɑtɑ	konuʃmɑdɑ
sɑɑtlAr	sɑɑtlɑr	sɑɑtler
sɑɑtlArDA	sɑɑtlɑrdɑ	sɑɑtlerde
ɑrɑʃtɯrmADA	ɑrɑʃtɯrmɑtɑ	ɑrɑʃtɯrmɑdɑ
menyDAn	menyten	menyden
jɑʃɑDHklArH	jɑʃɑtɯklɑrɯ	jɑʃɑdɯklɑrɯ
olmADHkʧA	olmɑtɯkʧɑ	olmɑdɯkʧɑ
ɑrtDHkʧA	ɑrtdɯkʧɑ	ɑrttɯkʧɑ
yniversitelArɑrɑsɯ	yniversitelɑrɑrɑsɯ	yniversitelerɑrɑsɯ
listeDAn	listeten	listeden
ʧevreDA	ʧevrete	ʧevrede
bɑtɯDA	bɑtɯtɑ	bɑtɯdɑ
iptɑlH	iptɑlɯ	iptɑli
doɰɑDA	doɰɑtɑ	doɰɑdɑ
jøreDA	jørete	jørede
kentDA	kentde	kentte
søzleʃmeDA	søzleʃmete	søzleʃmede
sɑjɯDAki	sɑjɯtɑki	sɑjɯdɑki
usullArH	usullɑrɯ	usulleri
ɑrɑziDA	ɑrɑzite	ɑrɑzide
kontrollArH	kontrollɑrɯ	kontrolleri
sɑjfɑDAn	sɑjfɑtɑn	sɑjfɑdɑn
vyʤutDA	vyʤutdɑ	vyʤuttɑ
fɯkrɑDA	fɯkrɑtɑ	fɯkrɑdɑ
girmADAn	girmeten	girmeden
lirɑDAn	lirɑtɑn	lirɑdɑn
birɑrɑDA	birɑrɑtɑ	birɑrɑdɑ
jɑzɯʤɯDAn	jɑzɯʤɯtɑn	jɑzɯʤɯdɑn
sɑɑtA	sɑɑtɑ	sɑɑte
gelmADAn	gelmeten	gelmeden
hɑllAr	hɑllɑr	hɑller
ɑlkollH	ɑlkollu	ɑlkolly
kiʃiDA	kiʃite	kiʃide
doɰuDA	doɰutɑ	doɰudɑ
bølgeDAn	bølgeten	bølgeden
dergiDA	dergite	dergide
hɑjɑlH	hɑjɑlɯ	hɑjɑli
kɑpɯDAn	kɑpɯtɑn	kɑpɯdɑn
durmADAn	durmɑtɑn	durmɑdɑn
syreDAn	syreten	syreden
ilʧeDA	ilʧete	ilʧede
hɑrfH	hɑrfɯ	hɑrfi
mɑlzemeDAn	mɑlzemeten	mɑlzemeden
jɑrɯʃmɑDA	jɑrɯʃmɑtɑ	jɑrɯʃmɑdɑ
sɑɑtDAn	sɑɑttɑn	sɑɑtten
esnɑDA	esnɑtɑ	esnɑdɑ
ystDA	ystde	ystte
hɑvɑDAn	hɑvɑtɑn	hɑvɑdɑn
