uf	pred	sf
gynH	gyni	gyny
konuH	konuɯ	konuu
zɑmɑnDA	zɑmɑntɑ	zɑmɑndɑ
oHn	oɯn	oun
bølymH	bølymi	bølymy
durumH	durumɯ	durumu
biʧimDA	biʧimte	biʧimde
ɑlɑnDA	ɑlɑntɑ	ɑlɑndɑ
dynjɑDA	dynjɑtɑ	dynjɑdɑ
hɑlDA	hɑltɑ	hɑlde
yʧnʤH	yʧnʤi	yʧnʤy
jɑnDAn	jɑntɑn	jɑndɑn
ɑʃɑɰɯDA	ɑʃɑɰɯtɑ	ɑʃɑɰɯdɑ
durumlArDA	durumlɑrtɑ	durumlɑrdɑ
jukɑrɯDA	jukɑrɯtɑ	jukɑrɯdɑ
jyzDAn	jyzten	jyzden
kodH	kodɯ	kodu
sorumlH	sorumlɯ	sorumlu
gynmHzDA	gynmizte	gynmyzde
sorunH	sorunɯ	sorunu
bølgeDA	bølgete	bølgede
olDHklArH	oltɯklɑrɯ	olduklɑrɯ
konulArDA	konulɑrtɑ	konulɑrdɑ
ylkeDA	ylkete	ylkede
sonH	sonɯ	sonu
toplumHn	toplumɯn	toplumun
ɑnlɑmDA	ɑnlɑmtɑ	ɑnlɑmdɑ
dyzejDA	dyzejte	dyzejde
formH	formɯ	formu
enstityH	enstityi	enstityy
kɑnunH	kɑnunɯ	kɑnunu
jerlArDA	jerlerte	jerlerde
sɯrɑDA	sɯrɑtɑ	sɯrɑdɑ
okulH	okulɯ	okulu
jukɑrɯDAki	jukɑrɯtɑki	jukɑrɯdɑki
dereʤeDA	dereʤete	dereʤede
tyrH	tyri	tyry
burɑDAn	burɑtɑn	burɑdɑn
gynlArDA	gynlerte	gynlerde
komisjonH	komisjonɯ	komisjonu
hɑstɑlArDA	hɑstɑlɑrtɑ	hɑstɑlɑrdɑ
olmADAn	olmɑtɑn	olmɑdɑn
ønmHzDAki	ønmizteki	ønmyzdeki
jønDA	jønte	jønde
kurulHHn	kurulɯɯn	kuruluun
miktɑrDA	miktɑrtɑ	miktɑrdɑ
kontrolH	kontrolɯ	kontroly
kɑtkɯDA	kɑtkɯtɑ	kɑtkɯdɑ
ujumlH	ujumlɯ	ujumlu
sektørH	sektøri	sektøry
ɑlɑnlArDA	ɑlɑnlɑrtɑ	ɑlɑnlɑrdɑ
dɯʃɯnDAki	dɯʃɯntɑki	dɯʃɯndɑki
bojH	bojɯ	boju
ɑjDA	ɑjtɑ	ɑjdɑ
søzH	søzi	søzy
zɑmɑnlArDA	zɑmɑnlɑrtɑ	zɑmɑnlɑrdɑ
orɑnDA	orɑntɑ	orɑndɑ
gynHn	gynin	gynyn
yrynH	yryni	yryny
noktɑDA	noktɑtɑ	noktɑdɑ
toplɑntɯDA	toplɑntɯtɑ	toplɑntɯdɑ
ʧøzymH	ʧøzymi	ʧøzymy
nereDA	nerete	nerede
