uf	pred	sf
burɑDA	burɑtɑ	burɑdɑ
durumDA	durumtɑ	durumdɑ
konuDA	konutɑ	konudɑ
ɑnDA	ɑntɑ	ɑndɑ
ɑʃɑɰɯDAki	ɑʃɑɰɯtɑki	ɑʃɑɰɯdɑki
biʧimDA	biʧimte	biʧimde
jerDA	jerte	jerde
ɑrɑDA	ɑrɑtɑ	ɑrɑdɑ
jɯlDA	jɯltɑ	jɯldɑ
jɑnDAn	jɑntɑn	jɑndɑn
dikkɑtA	dikkɑtɑ	dikkɑte
durumlArDA	durumlɑrtɑ	durumlɑrdɑ
jyzDAn	jyzten	jyzden
bølgeDA	bølgete	bølgede
syreDA	syrete	syrede
konulArDA	konulɑrtɑ	konulɑrdɑ
ylkeDA	ylkete	ylkede
ɑnlɑmDA	ɑnlɑmtɑ	ɑnlɑmdɑ
orɑDA	orɑtɑ	orɑdɑ
dyzejDA	dyzejte	dyzejde
jerlArDA	jerlerte	jerlerde
ylkelArDA	ylkelerte	ylkelerde
sɯrɑDA	sɯrɑtɑ	sɯrɑdɑ
gynDA	gynte	gynde
ortɑmDA	ortɑmtɑ	ortɑmdɑ
ɑʧɯDAn	ɑʧɯtɑn	ɑʧɯdɑn
jukɑrɯDAki	jukɑrɯtɑki	jukɑrɯdɑki
bølymDA	bølymte	bølymde
dereʤeDA	dereʤete	dereʤede
burɑDAn	burɑtɑn	burɑdɑn
gynlArDA	gynlerte	gynlerde
hɑstɑlArDA	hɑstɑlɑrtɑ	hɑstɑlɑrdɑ
olmADAn	olmɑtɑn	olmɑdɑn
jønDA	jønte	jønde
miktɑrDA	miktɑrtɑ	miktɑrdɑ
kɑtkɯDA	kɑtkɯtɑ	kɑtkɯdɑ
gøzDAn	gøzten	gøzden
ɑlɑnlArDA	ɑlɑnlɑrtɑ	ɑlɑnlɑrdɑ
dɯʃɯnDAki	dɯʃɯntɑki	dɯʃɯndɑki
jɑkɯnDAn	jɑkɯntɑn	jɑkɯndɑn
zɑmɑnlArDA	zɑmɑnlɑrtɑ	zɑmɑnlɑrdɑ
orɑnDA	orɑntɑ	orɑndɑ
toplɑntɯDA	toplɑntɯtɑ	toplɑntɯdɑ
nereDA	nerete	nerede
ønDA	ønte	ønde
jerDAn	jerten	jerden
ekrɑnDA	ekrɑntɑ	ekrɑndɑ
rolH	rolu	roly
dynjɑDAki	dynjɑteki	dynjɑdɑki
gynDAn	gynten	gynden
sektørDA	sektørte	sektørde
mɑddeDA	mɑddete	mɑddede
burɑDAki	burɑtɑki	burɑdɑki
ryjɑDA	ryjɑtɑ	ryjɑdɑ
ʧoʤuklArDA	ʧoʤuklɑrtɑ	ʧoʤuklɑrdɑ
sɑjeDA	sɑjete	sɑjede
ʧɑlɯʃmADA	ʧɑlɯʃmɑtɑ	ʧɑlɯʃmɑdɑ
ɑʃɑmɑDA	ɑʃɑmɑtɑ	ɑʃɑmɑdɑ
hɑlH	hɑlɯ	hɑli
bɑkɯmDAn	bɑkɯmtɑn	bɑkɯmdɑn
jolDA	joltɑ	joldɑ
bølgelArDA	bølgelerte	bølgelerde
konuDAki	konutɑki	konudɑki
hɑftɑDA	hɑftɑtɑ	hɑftɑdɑ
dønemlArDA	dønemlerte	dønemlerde
ʧerʧeveDA	ʧerʧevete	ʧerʧevede
ɑlDHklArH	ɑltɯklɑrɯ	ɑldɯklɑrɯ
ʧɑlɯʃmAlArDA	ʧɑlɯʃmɑlɑrtɑ	ʧɑlɯʃmɑlɑrdɑ
jønDAn	jønten	jønden
sistemDA	sistemte	sistemde
dikkɑtlH	dikkɑtlɯ	dikkɑtli
sɑɑtlArH	sɑɑtlɑrɯ	sɑɑtleri
isteDHklArH	istetikleri	istedikleri
bølgeDAki	bølgeteki	bølgedeki
usulH	usulu	usuly
bizDA	bizte	bizde
hɑstɑDA	hɑstɑtɑ	hɑstɑdɑ
progrɑmDA	progrɑmtɑ	progrɑmdɑ
ɑzɯnDAn	ɑzɯntɑn	ɑzɯndɑn
bizDAn	bizten	bizden
tɑktirDA	tɑktirte	tɑktirde
orɑDAn	orɑtɑn	orɑdɑn
bɑɰlɑmDA	bɑɰlɑmtɑ	bɑɰlɑmdɑ
ileriDA	ilerite	ileride
ujgulɑmɑDA	ujgulɑmɑtɑ	ujgulɑmɑdɑ
kɑnunDA	kɑnuntɑ	kɑnundɑ
sɑɑtDA	sɑɑttɑ	sɑɑtte
rɑporDA	rɑportɑ	rɑpordɑ
okulDA	okultɑ	okuldɑ
ɑʧɯklɑmADA	ɑʧɯklɑmɑtɑ	ɑʧɯklɑmɑdɑ
kiʃiDAn	kiʃiten	kiʃiden
plɑnDA	plɑntɑ	plɑndɑ
jolDAn	joltɑn	joldɑn
sevijeDA	sevijete	sevijede
toplumDA	toplumtɑ	toplumdɑ
ortɑDA	ortɑtɑ	ortɑdɑ
noktɑDAn	noktɑtɑn	noktɑdɑn
eɰitimDA	eɰitimte	eɰitimde
pijɑsɑDA	pijɑsɑtɑ	pijɑsɑdɑ
sɑɑtlHk	sɑɑtlɯk	sɑɑtlik
jɑkɯnDA	jɑkɯntɑ	jɑkɯndɑ
verDHklArH	vertikleri	verdikleri
ɑjDAn	ɑjtɑn	ɑjdɑn
geriDA	gerite	geride
ɑlɑnDAki	ɑlɑntɑki	ɑlɑndɑki
sɑjfɑDA	sɑjfɑtɑ	sɑjfɑdɑ
ortɑmlArDA	ortɑmlɑrtɑ	ortɑmlɑrdɑ
jɑpɯDA	jɑpɯtɑ	jɑpɯdɑ
sizDAn	sizten	sizden
suDA	sutɑ	sudɑ
dikkɑtH	dikkɑtɯ	dikkɑti
elDAn	elten	elden
okullArDA	okullɑrtɑ	okullɑrdɑ
ʃɑrtlArDA	ʃɑrtlɑrtɑ	ʃɑrtlɑrdɑ
dilDA	dilte	dilde
iʃlArDA	iʃlerte	iʃlerde
ʃejDAn	ʃejten	ʃejden
bɑʃvuruDA	bɑʃvurutɑ	bɑʃvurudɑ
ylkemHzDAki	ylkemizteki	ylkemizdeki
hɑvɑDA	hɑvɑtɑ	hɑvɑdɑ
kɑdɯnlArDA	kɑdɯnlɑrtɑ	kɑdɯnlɑrdɑ
merkezDA	merkezte	merkezde
ylkelArDAn	ylkelerten	ylkelerden
vermADAn	vermeten	vermeden
bɑʃlɑmADAn	bɑʃlɑmɑtɑn	bɑʃlɑmɑdɑn
tɑbloDA	tɑblotɑ	tɑblodɑ
kɑliteDA	kɑlitete	kɑlitede
kɑpsɑmDA	kɑpsɑmtɑ	kɑpsɑmdɑ
yjeDAn	yjeten	yjeden
ɑlmADAn	ɑlmɑtɑn	ɑlmɑdɑn
duruʃmɑDA	duruʃmɑtɑ	duruʃmɑdɑ
hɑstɑneDA	hɑstɑnete	hɑstɑnede
listeDA	listete	listede
jɑzɯDA	jɑzɯtɑ	jɑzɯdɑ
proʒeDA	proʒete	proʒede
kiʃilArDA	kiʃilerte	kiʃilerde
doɰrultuDA	doɰrultutɑ	doɰrultudɑ
etmADAn	etmeten	etmeden
kɑbulH	kɑbulu	kɑbuly
sɯrɑDAn	sɯrɑtɑn	sɯrɑdɑn
yniversiteDA	yniversitete	yniversitede
gɑzeteDA	gɑzetete	gɑzetede
bølymDAn	bølymten	bølymden
siteDA	sitete	sitede
ʃehirDA	ʃehirte	ʃehirde
dɑkikɑDA	dɑkikɑtɑ	dɑkikɑdɑ
tɑrihlArDA	tɑrihlerte	tɑrihlerde
erkeklArDA	erkeklerte	erkeklerde
seklHnDA	seklinte	seklinde
kontrollH	kontrollu	kontrolly
jɑpmADAn	jɑpmɑtɑn	jɑpmɑdɑn
jɯllArDAn	jɯllɑrtɑn	jɯllɑrdɑn
bilgisɑjɑrDA	bilgisɑjɑrtɑ	bilgisɑjɑrdɑ
olAbilmA	olebilme	olɑbilme
kɑjnɑklArDAn	kɑjnɑklɑrtɑn	kɑjnɑklɑrdɑn
derslArDAn	derslerten	derslerden
dɑvɑDA	dɑvɑtɑ	dɑvɑdɑ
ujgulɑmɑlArDA	ujgulɑmɑlɑrtɑ	ujgulɑmɑlɑrdɑ
tɑrzDA	tɑrztɑ	tɑrzdɑ
ylkeDAn	ylketen	ylkeden
ylkelArDAki	ylkelerteki	ylkelerdeki
køjDA	køjte	køjde
penʤereDA	penʤerete	penʤerede
tyrDAn	tyrten	tyrden
burɑlArDA	burɑlɑrtɑ	burɑlɑrdɑ
dɯʃɑrɯDA	dɯʃɑrɯtɑ	dɯʃɑrɯdɑ
