uf	pred	sf
hɑlA	hɑlɑ	hɑle
ɑʃɑɰɯDAki	ɑʃɑɰɯtɑki	ɑʃɑɰɯdɑki
dynjɑDA	dynjɑtɑ	dynjɑdɑ
ɑrɑDA	ɑrɑtɑ	ɑrɑdɑ
sɑjɯDA	sɑjɯtɑ	sɑjɯdɑ
ɑʃɑɰɯDA	ɑʃɑɰɯtɑ	ɑʃɑɰɯdɑ
jukɑrɯDA	jukɑrɯtɑ	jukɑrɯdɑ
ortɑDAn	ortɑtɑn	ortɑdɑn
gynmHzDA	gynmizde	gynmyzde
olDHklArH	oldɯklɑrɯ	olduklɑrɯ
ylkeDA	ylkete	ylkede
bɑʃDA	bɑʃdɑ	bɑʃtɑ
sɯrɑDA	sɯrɑtɑ	sɯrɑdɑ
ɑʧɯDAn	ɑʧɯtɑn	ɑʧɯdɑn
jukɑrɯDAki	jukɑrɯtɑki	jukɑrɯdɑki
dereʤeDA	dereʤete	dereʤede
burɑDAn	burɑtɑn	burɑdɑn
olmADAn	olmɑtɑn	olmɑdɑn
ønmHzDAki	ønmizdeki	ønmyzdeki
hɑllArDA	hɑllɑrdɑ	hɑllerde
kontrolH	kontrolu	kontroly
kɑtkɯDA	kɑtkɯtɑ	kɑtkɯdɑ
tɑrihDAn	tɑrihden	tɑrihten
jɑpDHklArH	jɑpdɯklɑrɯ	jɑptɯklɑrɯ
uzɑkDAn	uzɑkdɑn	uzɑktɑn
noktɑDA	noktɑtɑ	noktɑdɑ
toplɑntɯDA	toplɑntɯtɑ	toplɑntɯdɑ
tɑrihDA	tɑrihde	tɑrihte
rolH	rolu	roly
dynjɑDAki	dynjɑtɑki	dynjɑdɑki
ɑjɑkDA	ɑjɑkdɑ	ɑjɑktɑ
etDHklArH	etdikleri	ettikleri
burɑDAki	burɑtɑki	burɑdɑki
ryjɑDA	ryjɑtɑ	ryjɑdɑ
sɑjeDA	sɑjete	sɑjede
ʧɑlɯʃmADA	ʧɑlɯʃmɑtɑ	ʧɑlɯʃmɑdɑ
ɑʃɑmɑDA	ɑʃɑmɑtɑ	ɑʃɑmɑdɑ
hɑlH	hɑlɯ	hɑli
geleʤekDA	geleʤekde	geleʤekte
sɑɑtH	sɑɑtɯ	sɑɑti
konuDAki	konutɑki	konudɑki
hɑftɑDA	hɑftɑtɑ	hɑftɑdɑ
ʧerʧeveDA	ʧerʧevete	ʧerʧevede
dikkɑtlH	dikkɑtlɯ	dikkɑtli
sɑɑtlArH	sɑɑtlɑrɯ	sɑɑtleri
isteDHklArH	istetikleri	istedikleri
bølgeDAki	bølgeteki	bølgedeki
usulH	usulu	usuly
gynmHzA	gynmize	gynmyze
nereDAn	nereten	nereden
bulunDHklArH	bulundɯklɑrɯ	bulunduklɑrɯ
jønetmelikDA	jønetmelikde	jønetmelikte
orɑDAn	orɑtɑn	orɑdɑn
nitelikDA	nitelikde	nitelikte
bɑʃlɑngɯʧDA	bɑʃlɑngɯʧdɑ	bɑʃlɑngɯʧtɑ
ileriDA	ilerite	ileride
ujgulɑmɑDA	ujgulɑmɑtɑ	ujgulɑmɑdɑ
sɑɑtDA	sɑɑtdɑ	sɑɑtte
ɑʧɯklɑmADA	ɑʧɯklɑmɑtɑ	ɑʧɯklɑmɑdɑ
kiʃiDAn	kiʃiten	kiʃiden
tɑrɑfDA	tɑrɑfdɑ	tɑrɑftɑ
dɯʃɑrɯDAn	dɯʃɑrɯtɑn	dɯʃɑrɯdɑn
grupDA	grupdɑ	gruptɑ
geʧmiʃDA	geʧmiʃde	geʧmiʃte
hɑjɑtDA	hɑjɑtdɑ	hɑjɑttɑ
ortɑDA	ortɑtɑ	ortɑdɑ
olHnʤA	olɯnʤɑ	olunʤɑ
noktɑDAn	noktɑtɑn	noktɑdɑn
yʧDA	yʧde	yʧte
pijɑsɑDA	pijɑsɑtɑ	pijɑsɑdɑ
sɑɑtlHk	sɑɑtlɯk	sɑɑtlik
iʃDAn	iʃden	iʃten
geriDA	gerite	geride
sɑjfɑDA	sɑjfɑtɑ	sɑjfɑdɑ
gørHnʤA	gørinʤe	gørynʤe
jɑpɯDA	jɑpɯtɑ	jɑpɯdɑ
suDA	sutɑ	sudɑ
dikkɑtH	dikkɑtɯ	dikkɑti
bɑʃDAn	bɑʃdɑn	bɑʃtɑn
bɑʃvuruDA	bɑʃvurutɑ	bɑʃvurudɑ
syreʧDA	syreʧde	syreʧte
hɑvɑDA	hɑvɑtɑ	hɑvɑdɑ
vermADAn	vermeten	vermeden
bɑʃlɑmADAn	bɑʃlɑmɑtɑn	bɑʃlɑmɑdɑn
tɑbloDA	tɑblotɑ	tɑblodɑ
kɑliteDA	kɑlitete	kɑlitede
ɑlmADAn	ɑlmɑtɑn	ɑlmɑdɑn
duruʃmɑDA	duruʃmɑtɑ	duruʃmɑdɑ
hɑstɑneDA	hɑstɑnete	hɑstɑnede
listeDA	listete	listede
jɑzɯDA	jɑzɯtɑ	jɑzɯdɑ
proʒeDA	proʒete	proʒede
kitɑpDA	kitɑpdɑ	kitɑptɑ
doɰrultuDA	doɰrultutɑ	doɰrultudɑ
etmADAn	etmeten	etmeden
kɑbulH	kɑbulu	kɑbuly
vɑdeDA	vɑdete	vɑdede
sɯrɑDAn	sɯrɑtɑn	sɯrɑdɑn
dersDA	dersde	derste
yniversiteDA	yniversitete	yniversitede
gɑzeteDA	gɑzetete	gɑzetede
siteDA	sitete	sitede
dɑkikɑDA	dɑkikɑtɑ	dɑkikɑdɑ
ɑrɑDAn	ɑrɑtɑn	ɑrɑdɑn
sɯnɯfDA	sɯnɯfdɑ	sɯnɯftɑ
topDAn	topdɑn	toptɑn
kontrollH	kontrollu	kontrolly
jɑpmADAn	jɑpmɑtɑn	jɑpmɑdɑn
ɑltDA	ɑltdɑ	ɑlttɑ
jɑʃDA	jɑʃdɑ	jɑʃtɑ
ylkeDAn	ylketen	ylkeden
renkDA	renkde	renkte
penʤereDA	penʤerete	penʤerede
sorumlHlHklArH	sorumlɯlɯklɑrɯ	sorumluluklɑrɯ
dɯʃɑrɯDA	dɯʃɑrɯtɑ	dɯʃɑrɯdɑ
olDHkDAn	oldɯkdɑn	olduktɑn
fɑɑlijetDA	fɑɑlijetde	fɑɑlijette
bojutDA	bojutdɑ	bojuttɑ
ylkeDAki	ylketeki	ylkedeki
penʤereDAn	penʤereten	penʤereden
protokolH	protokolu	protokoly
sɑnijeDA	sɑnijete	sɑnijede
suretDA	suretde	surette
geleʤekDAki	geleʤekdeki	geleʤekteki
ihtimɑlH	ihtimɑlɯ	ihtimɑli
sɑhɑDA	sɑhɑtɑ	sɑhɑdɑ
sɑnɑtDA	sɑnɑtdɑ	sɑnɑttɑ
seneDA	senete	senede
geʧmADAn	geʧmeten	geʧmeden
øɰleDAn	øɰleten	øɰleden
ɑlDHkDAn	ɑldɯkdɑn	ɑldɯktɑn
internetDA	internetde	internette
uzɑkDA	uzɑkdɑ	uzɑktɑ
normɑlDA	normɑldɑ	normɑlde
odɑDA	odɑtɑ	odɑdɑ
ʧokDAn	ʧokdɑn	ʧoktɑn
dersDAn	dersden	dersten
binɑDA	binɑtɑ	binɑdɑ
uzɑklɯkDA	uzɑklɯkdɑ	uzɑklɯktɑ
kɑlmADAn	kɑlmɑtɑn	kɑlmɑdɑn
tedɑviDA	tedɑvite	tedɑvide
ekonomiDA	ekonomite	ekonomide
menyDA	menyte	menyde
geʧDHkʧA	geʧdikʧe	geʧtikʧe
jɑpDHkDAn	jɑpdɯkdɑn	jɑptɯktɑn
konuʃmADA	konuʃmɑtɑ	konuʃmɑdɑ
myʤɑdeleDA	myʤɑdelete	myʤɑdelede
sɑɑtlAr	sɑɑtlɑr	sɑɑtler
sokɑkDA	sokɑkdɑ	sokɑktɑ
sɑɑtlArDA	sɑɑtlɑrdɑ	sɑɑtlerde
gørDHklArH	gørdikleri	gørdykleri
ɑrɑʃtɯrmADA	ɑrɑʃtɯrmɑtɑ	ɑrɑʃtɯrmɑdɑ
menyDAn	menyten	menyden
jɑʃɑDHklArH	jɑʃɑtɯklɑrɯ	jɑʃɑdɯklɑrɯ
orɑDAki	orɑtɑki	orɑdɑki
ɑlɯnDHkDAn	ɑlɯndɯkdɑn	ɑlɯndɯktɑn
olmADHkʧA	olmɑtɯkʧɑ	olmɑdɯkʧɑ
ɑrtDHkʧA	ɑrtdɯkʧɑ	ɑrttɯkʧɑ
ʧɑpDA	ʧɑpdɑ	ʧɑptɑ
yniversitelArɑrɑsɯ	yniversitelɑrɑrɑsɯ	yniversitelerɑrɑsɯ
listeDAn	listeten	listeden
ʧevreDA	ʧevrete	ʧevrede
hususDA	hususdɑ	husustɑ
geʧDHkDAn	geʧdikden	geʧtikten
suDAn	sutɑn	sudɑn
tipDA	tipde	tipte
bɑtɯDA	bɑtɯtɑ	bɑtɯdɑ
iptɑlH	iptɑlɯ	iptɑli
doɰɑDA	doɰɑtɑ	doɰɑdɑ
jøreDA	jørete	jørede
kentDA	kentde	kentte
søzleʃmeDA	søzleʃmete	søzleʃmede
sɑjɯDAki	sɑjɯtɑki	sɑjɯdɑki
usullArH	usullɑrɯ	usulleri
jyryrlykDA	jyryrlykde	jyryrlykte
jyryrlykDAn	jyryrlykden	jyryrlykten
dujDHklArH	dujdɯklɑrɯ	dujduklɑrɯ
ʧɑlɯʃDHklArH	ʧɑlɯʃdɯklɑrɯ	ʧɑlɯʃtɯklɑrɯ
ɑrɑziDA	ɑrɑzite	ɑrɑzide
kɑtDA	kɑtdɑ	kɑttɑ
kontrollArH	kontrollɑrɯ	kontrolleri
sɑjfɑDAn	sɑjfɑtɑn	sɑjfɑdɑn
vyʤutDA	vyʤutdɑ	vyʤuttɑ
jykymlHlHklArH	jykymlilikleri	jykymlylykleri
fɯkrɑDA	fɯkrɑtɑ	fɯkrɑdɑ
bitDHkDAn	bitdikden	bittikten
etDHkDAn	etdikden	ettikten
girmADAn	girmeten	girmeden
lirɑDAn	lirɑtɑn	lirɑdɑn
byjyklHkDA	byjyklikde	byjyklykte
birɑrɑDA	birɑrɑtɑ	birɑrɑdɑ
jɑzɯʤɯDAn	jɑzɯʤɯtɑn	jɑzɯʤɯdɑn
sɑɑtA	sɑɑtɑ	sɑɑte
gelmADAn	gelmeten	gelmeden
hɑllAr	hɑllɑr	hɑller
ɑlkollH	ɑlkollu	ɑlkolly
kiʃiDA	kiʃite	kiʃide
ɑrɑDAki	ɑrɑtɑki	ɑrɑdɑki
pijɑsɑDAki	pijɑsɑtɑki	pijɑsɑdɑki
prɑtikDA	prɑtikde	prɑtikte
tesisDA	tesisde	tesiste
doɰuDA	doɰutɑ	doɰudɑ
mesɑfeDA	mesɑfete	mesɑfede
bølgeDAn	bølgeten	bølgeden
hɑstɑlɯkDAn	hɑstɑlɯkdɑn	hɑstɑlɯktɑn
dergiDA	dergite	dergide
hɑjɑlH	hɑjɑlɯ	hɑjɑli
kɑpɯDAn	kɑpɯtɑn	kɑpɯdɑn
durmADAn	durmɑtɑn	durmɑdɑn
syreDAn	syreten	syreden
tɯpDA	tɯpdɑ	tɯptɑ
nitelikDAki	nitelikdeki	nitelikteki
hizmetDAn	hizmetden	hizmetten
ilʧeDA	ilʧete	ilʧede
hɑrfH	hɑrfɯ	hɑrfi
mɑlzemeDAn	mɑlzemeten	mɑlzemeden
jɑrɯʃmɑDA	jɑrɯʃmɑtɑ	jɑrɯʃmɑdɑ
sɑɑtDAn	sɑɑtdɑn	sɑɑtten
esnɑDA	esnɑtɑ	esnɑdɑ
ystDA	ystde	ystte
bɑkHʃDA	bɑkɯʃdɑ	bɑkɯʃtɑ
hɑvɑDAn	hɑvɑtɑn	hɑvɑdɑn
tɑmɑmlADHkDAn	tɑmɑmlɑtɯkdɑn	tɑmɑmlɑdɯktɑn
tɑrɑfDAki	tɑrɑfdɑki	tɑrɑftɑki
hɑftɑDAn	hɑftɑtɑn	hɑftɑdɑn
ørnekDA	ørnekde	ørnekte
devletDAn	devletden	devletten
sonsHzA	sonsɯzɑ	sonsuzɑ
dynjɑDAn	dynjɑtɑn	dynjɑdɑn
ɑrkɑDAn	ɑrkɑtɑn	ɑrkɑdɑn
festivɑlH	festivɑlɯ	festivɑli
hɑlkDAn	hɑlkdɑn	hɑlktɑn
syrɑtlH	syrɑtlɯ	syrɑtli
sembolH	sembolu	semboly
ɑlɯnmADAn	ɑlɯnmɑtɑn	ɑlɯnmɑdɑn
deɰerlendirmADA	deɰerlendirmete	deɰerlendirmede
sɑvɑʃDAn	sɑvɑʃdɑn	sɑvɑʃtɑn
yjelHkDAn	yjelikden	yjelikten
bozuklHklAr	bozuklɯklɑr	bozukluklɑr
etɑpDA	etɑpdɑ	etɑptɑ
sonrɑDA	sonrɑtɑ	sonrɑdɑ
netiʤeDA	netiʤete	netiʤede
okulmHzDA	okulmɯzdɑ	okulmuzdɑ
zorlHklAr	zorlɯklɑr	zorluklɑr
dosjɑDA	dosjɑtɑ	dosjɑdɑ
ølʧekDA	ølʧekde	ølʧekte
mɑkɑleDA	mɑkɑlete	mɑkɑlede
bɑsDA	bɑsdɑ	bɑstɑ
gynmHzDAki	gynmizdeki	gynmyzdeki
ʧɯkmADAn	ʧɯkmɑtɑn	ʧɯkmɑdɑn
muɑjeneDA	muɑjenete	muɑjenede
sɑnɑjiDA	sɑnɑjite	sɑnɑjide
hizmetDA	hizmetde	hizmette
konferɑnsDA	konferɑnsdɑ	konferɑnstɑ
geʧmiʃDAn	geʧmiʃden	geʧmiʃten
geʤeDA	geʤete	geʤede
ʧoʤukDA	ʧoʤukdɑ	ʧoʤuktɑ
meslekDA	meslekde	meslekte
tɑmɑmlɑnDHkDAn	tɑmɑmlɑndɯkdɑn	tɑmɑmlɑndɯktɑn
ɑrkɑDA	ɑrkɑtɑ	ɑrkɑdɑ
kongreDA	kongrete	kongrede
jɑsɑDA	jɑsɑtɑ	jɑsɑdɑ
ɑdɑDA	ɑdɑtɑ	ɑdɑdɑ
ɑltDAki	ɑltdɑki	ɑlttɑki
kɑjnɑkDAn	kɑjnɑkdɑn	kɑjnɑktɑn
milletlArɑrɑsɯ	milletlɑrɑrɑsɯ	milletlerɑrɑsɯ
memleketDA	memleketde	memlekette
yniversiteDAn	yniversiteten	yniversiteden
dørtDA	dørtde	dørtte
tɑlepDA	tɑlepde	tɑlepte
tiʤɑretDA	tiʤɑretde	tiʤɑrette
usullAr	usullɑr	usuller
doɰHʃDAn	doɰɯʃdɑn	doɰuʃtɑn
fɯrsɑtDA	fɯrsɑtdɑ	fɯrsɑttɑ
girDHkDAn	girdikden	girdikten
jyrekDAn	jyrekden	jyrekten
kɑtegoriDA	kɑtegorite	kɑtegoride
kullɑnmADAn	kullɑnmɑtɑn	kullɑnmɑdɑn
sebepDAn	sebepden	sebepten
kɑrʃɯlɑʃDHklArH	kɑrʃɯlɑʃdɯklɑrɯ	kɑrʃɯlɑʃtɯklɑrɯ
kɑrɑnlɯkDA	kɑrɑnlɯkdɑ	kɑrɑnlɯktɑ
normɑlA	normɑlɑ	normɑle
sɯʤɑklɯkDA	sɯʤɑklɯkdɑ	sɯʤɑklɯktɑ
ɑteʃDA	ɑteʃde	ɑteʃte
gelDHkDAn	geldikden	geldikten
iʃgɑlH	iʃgɑlɯ	iʃgɑli
ʧevreDAki	ʧevreteki	ʧevredeki
ɑileDA	ɑilete	ɑilede
fɑkylteDA	fɑkyltete	fɑkyltede
jemekDAn	jemekden	jemekten
køʃeDA	køʃete	køʃede
ujgulɑmADAn	ujgulɑmɑtɑn	ujgulɑmɑdɑn
formɑtDA	formɑtdɑ	formɑttɑ
gitmADAn	gitmeten	gitmeden
jurtDA	jurtdɑ	jurttɑ
dereʤeDAn	dereʤeten	dereʤeden
grupDAn	grupdɑn	gruptɑn
