uf	pred	sf
hɑlDA	hɑldɑ	hɑlde
sɑjɯDA	sɑjɯtɑ	sɑjɯdɑ
dikkɑtA	dikkɑtɑ	dikkɑte
jukɑrɯDA	jukɑrɯtɑ	jukɑrɯdɑ
ølʧyDA	ølʧyte	ølʧyde
ortɑDAn	ortɑtɑn	ortɑdɑn
bølgeDA	bølgete	bølgede
bɑʃDA	bɑʃdɑ	bɑʃtɑ
orɑDA	orɑtɑ	orɑdɑ
sɯrɑDA	sɯrɑtɑ	sɯrɑdɑ
ɑʧɯDAn	ɑʧɯtɑn	ɑʧɯdɑn
jukɑrɯDAki	jukɑrɯtɑki	jukɑrɯdɑki
dereʤeDA	dereʤete	dereʤede
burɑDAn	burɑtɑn	burɑdɑn
olmADAn	olmɑtɑn	olmɑdɑn
kontrolH	kontrolu	kontroly
kɑtkɯDA	kɑtkɯtɑ	kɑtkɯdɑ
tɑrihDAn	tɑrihden	tɑrihten
jɑpDHklArH	jɑpdɯklɑrɯ	jɑptɯklɑrɯ
uzɑkDAn	uzɑkdɑn	uzɑktɑn
noktɑDA	noktɑtɑ	noktɑdɑ
toplɑntɯDA	toplɑntɯtɑ	toplɑntɯdɑ
nereDA	nerete	nerede
tɑrihDA	tɑrihde	tɑrihte
dynjɑDAki	dynjɑtɑki	dynjɑdɑki
ɑjɑkDA	ɑjɑkdɑ	ɑjɑktɑ
etDHklArH	etdikleri	ettikleri
mɑddeDA	mɑddete	mɑddede
burɑDAki	burɑtɑki	burɑdɑki
ryjɑDA	ryjɑtɑ	ryjɑdɑ
sonuʧDA	sonuʧdɑ	sonuʧtɑ
ʧɑlɯʃmADA	ʧɑlɯʃmɑtɑ	ʧɑlɯʃmɑdɑ
ɑʃɑmɑDA	ɑʃɑmɑtɑ	ɑʃɑmɑdɑ
hɑlH	hɑlɯ	hɑli
konuDAki	konutɑki	konudɑki
hɑftɑDA	hɑftɑtɑ	hɑftɑdɑ
dikkɑtlH	dikkɑtlɯ	dikkɑtli
sɑɑtlArH	sɑɑtlɑrɯ	sɑɑtleri
isteDHklArH	istetikleri	istedikleri
bølgeDAki	bølgeteki	bølgedeki
usulH	usulu	usuly
nereDAn	nereten	nereden
jønetmelikDA	jønetmelikde	jønetmelikte
orɑDAn	orɑtɑn	orɑdɑn
nitelikDA	nitelikde	nitelikte
ileriDA	ilerite	ileride
ujgulɑmɑDA	ujgulɑmɑtɑ	ujgulɑmɑdɑ
sɑɑtDA	sɑɑtdɑ	sɑɑtte
ɑʧɯklɑmADA	ɑʧɯklɑmɑtɑ	ɑʧɯklɑmɑdɑ
kiʃiDAn	kiʃiten	kiʃiden
tɑrɑfDA	tɑrɑfdɑ	tɑrɑftɑ
dɯʃɑrɯDAn	dɯʃɑrɯtɑn	dɯʃɑrɯdɑn
grupDA	grupdɑ	gruptɑ
sevijeDA	sevijete	sevijede
geʧmiʃDA	geʧmiʃde	geʧmiʃte
hɑjɑtDA	hɑjɑtdɑ	hɑjɑttɑ
ortɑDA	ortɑtɑ	ortɑdɑ
noktɑDAn	noktɑtɑn	noktɑdɑn
yʧDA	yʧde	yʧte
pijɑsɑDA	pijɑsɑtɑ	pijɑsɑdɑ
sɑɑtlHk	sɑɑtlɯk	sɑɑtlik
iʃDAn	iʃden	iʃten
geriDA	gerite	geride
sɑjfɑDA	sɑjfɑtɑ	sɑjfɑdɑ
jɑpɯDA	jɑpɯtɑ	jɑpɯdɑ
suDA	sutɑ	sudɑ
dikkɑtH	dikkɑtɯ	dikkɑti
bɑʃDAn	bɑʃdɑn	bɑʃtɑn
bɑʃvuruDA	bɑʃvurutɑ	bɑʃvurudɑ
syreʧDA	syreʧde	syreʧte
hɑvɑDA	hɑvɑtɑ	hɑvɑdɑ
vermADAn	vermeten	vermeden
bɑʃlɑmADAn	bɑʃlɑmɑtɑn	bɑʃlɑmɑdɑn
tɑbloDA	tɑblotɑ	tɑblodɑ
kɑliteDA	kɑlitete	kɑlitede
yjeDAn	yjeten	yjeden
ɑlmADAn	ɑlmɑtɑn	ɑlmɑdɑn
duruʃmɑDA	duruʃmɑtɑ	duruʃmɑdɑ
listeDA	listete	listede
jɑzɯDA	jɑzɯtɑ	jɑzɯdɑ
proʒeDA	proʒete	proʒede
kitɑpDA	kitɑpdɑ	kitɑptɑ
doɰrultuDA	doɰrultutɑ	doɰrultudɑ
etmADAn	etmeten	etmeden
kɑbulH	kɑbulu	kɑbuly
vɑdeDA	vɑdete	vɑdede
sɯrɑDAn	sɯrɑtɑn	sɯrɑdɑn
dersDA	dersde	derste
yniversiteDA	yniversitete	yniversitede
gɑzeteDA	gɑzetete	gɑzetede
siteDA	sitete	sitede
dɑkikɑDA	dɑkikɑtɑ	dɑkikɑdɑ
ɑrɑDAn	ɑrɑtɑn	ɑrɑdɑn
sɯnɯfDA	sɯnɯfdɑ	sɯnɯftɑ
topDAn	topdɑn	toptɑn
kontrollH	kontrollu	kontrolly
jɑpmADAn	jɑpmɑtɑn	jɑpmɑdɑn
jɑʃDA	jɑʃdɑ	jɑʃtɑ
dɑvɑDA	dɑvɑtɑ	dɑvɑdɑ
ylkeDAn	ylketen	ylkeden
renkDA	renkde	renkte
penʤereDA	penʤerete	penʤerede
dɯʃɑrɯDA	dɯʃɑrɯtɑ	dɯʃɑrɯdɑ
olDHkDAn	oldukdɑn	olduktɑn
fɑɑlijetDA	fɑɑlijetde	fɑɑlijette
bojutDA	bojutdɑ	bojuttɑ
ylkeDAki	ylketeki	ylkedeki
penʤereDAn	penʤereten	penʤereden
protokolH	protokolu	protokoly
sɑnijeDA	sɑnijete	sɑnijede
suretDA	suretde	surette
geleʤekDAki	geleʤekdeki	geleʤekteki
ihtimɑlH	ihtimɑlɯ	ihtimɑli
sɑhɑDA	sɑhɑtɑ	sɑhɑdɑ
sɑnɑtDA	sɑnɑtdɑ	sɑnɑttɑ
geʧmADAn	geʧmeten	geʧmeden
øɰleDAn	øɰleten	øɰleden
ɑlDHkDAn	ɑldɯkdɑn	ɑldɯktɑn
uzɑkDA	uzɑkdɑ	uzɑktɑ
normɑlDA	normɑldɑ	normɑlde
odɑDA	odɑtɑ	odɑdɑ
ʧokDAn	ʧokdɑn	ʧoktɑn
dersDAn	dersden	dersten
binɑDA	binɑtɑ	binɑdɑ
uzɑklɯkDA	uzɑklɯkdɑ	uzɑklɯktɑ
sɑvɑʃDA	sɑvɑʃdɑ	sɑvɑʃtɑ
kɑlmADAn	kɑlmɑtɑn	kɑlmɑdɑn
tedɑviDA	tedɑvite	tedɑvide
ekonomiDA	ekonomite	ekonomide
menyDA	menyte	menyde
geʧDHkʧA	geʧdikʧe	geʧtikʧe
jɑpDHkDAn	jɑpdɯkdɑn	jɑptɯktɑn
konuʃmADA	konuʃmɑtɑ	konuʃmɑdɑ
myʤɑdeleDA	myʤɑdelete	myʤɑdelede
sɑɑtlAr	sɑɑtlɑr	sɑɑtler
sokɑkDA	sokɑkdɑ	sokɑktɑ
sɑɑtlArDA	sɑɑtlɑrdɑ	sɑɑtlerde
ɑrɑʃtɯrmADA	ɑrɑʃtɯrmɑtɑ	ɑrɑʃtɯrmɑdɑ
menyDAn	menyten	menyden
jɑʃɑDHklArH	jɑʃɑtɯklɑrɯ	jɑʃɑdɯklɑrɯ
orɑDAki	orɑtɑki	orɑdɑki
ɑlɯnDHkDAn	ɑlɯndɯkdɑn	ɑlɯndɯktɑn
olmADHkʧA	olmɑtɯkʧɑ	olmɑdɯkʧɑ
ɑrtDHkʧA	ɑrtdɯkʧɑ	ɑrttɯkʧɑ
ʧɑpDA	ʧɑpdɑ	ʧɑptɑ
yniversitelArɑrɑsɯ	yniversitelɑrɑrɑsɯ	yniversitelerɑrɑsɯ
listeDAn	listeten	listeden
ʧevreDA	ʧevrete	ʧevrede
hususDA	hususdɑ	husustɑ
geʧDHkDAn	geʧdikden	geʧtikten
suDAn	sutɑn	sudɑn
tipDA	tipde	tipte
bɑtɯDA	bɑtɯtɑ	bɑtɯdɑ
iptɑlH	iptɑlɯ	iptɑli
doɰɑDA	doɰɑtɑ	doɰɑdɑ
jøreDA	jørete	jørede
kentDA	kentde	kentte
søzleʃmeDA	søzleʃmete	søzleʃmede
sɑjɯDAki	sɑjɯtɑki	sɑjɯdɑki
usullArH	usullɑrɯ	usulleri
jyryrlykDA	jyryrlykde	jyryrlykte
jyryrlykDAn	jyryrlykden	jyryrlykten
ʧɑlɯʃDHklArH	ʧɑlɯʃdɯklɑrɯ	ʧɑlɯʃtɯklɑrɯ
ɑrɑziDA	ɑrɑzite	ɑrɑzide
kɑtDA	kɑtdɑ	kɑttɑ
kontrollArH	kontrollɑrɯ	kontrolleri
sɑjfɑDAn	sɑjfɑtɑn	sɑjfɑdɑn
vyʤutDA	vyʤutdɑ	vyʤuttɑ
fɯkrɑDA	fɯkrɑtɑ	fɯkrɑdɑ
bitDHkDAn	bitdikden	bittikten
etDHkDAn	etdikden	ettikten
girmADAn	girmeten	girmeden
lirɑDAn	lirɑtɑn	lirɑdɑn
byjyklHkDA	byjyklykde	byjyklykte
birɑrɑDA	birɑrɑtɑ	birɑrɑdɑ
jɑzɯʤɯDAn	jɑzɯʤɯtɑn	jɑzɯʤɯdɑn
gelmADAn	gelmeten	gelmeden
hɑllAr	hɑllɑr	hɑller
ɑlkollH	ɑlkollu	ɑlkolly
kiʃiDA	kiʃite	kiʃide
ɑrɑDAki	ɑrɑtɑki	ɑrɑdɑki
pijɑsɑDAki	pijɑsɑtɑki	pijɑsɑdɑki
prɑtikDA	prɑtikde	prɑtikte
tesisDA	tesisde	tesiste
doɰuDA	doɰutɑ	doɰudɑ
mesɑfeDA	mesɑfete	mesɑfede
bølgeDAn	bølgeten	bølgeden
hɑstɑlɯkDAn	hɑstɑlɯkdɑn	hɑstɑlɯktɑn
hɑjɑlH	hɑjɑlɯ	hɑjɑli
kɑpɯDAn	kɑpɯtɑn	kɑpɯdɑn
durmADAn	durmɑtɑn	durmɑdɑn
syreDAn	syreten	syreden
tɯpDA	tɯpdɑ	tɯptɑ
nitelikDAki	nitelikdeki	nitelikteki
ilʧeDA	ilʧete	ilʧede
hɑrfH	hɑrfɯ	hɑrfi
mɑlzemeDAn	mɑlzemeten	mɑlzemeden
jɑrɯʃmɑDA	jɑrɯʃmɑtɑ	jɑrɯʃmɑdɑ
sɑɑtDAn	sɑɑtdɑn	sɑɑtten
esnɑDA	esnɑtɑ	esnɑdɑ
ystDA	ystde	ystte
bɑkHʃDA	bɑkɯʃdɑ	bɑkɯʃtɑ
hɑvɑDAn	hɑvɑtɑn	hɑvɑdɑn
tɑmɑmlADHkDAn	tɑmɑmlɑtɯkdɑn	tɑmɑmlɑdɯktɑn
tɑrɑfDAki	tɑrɑfdɑki	tɑrɑftɑki
hɑftɑDAn	hɑftɑtɑn	hɑftɑdɑn
ørnekDA	ørnekde	ørnekte
devletDAn	devletden	devletten
dynjɑDAn	dynjɑtɑn	dynjɑdɑn
ɑrkɑDAn	ɑrkɑtɑn	ɑrkɑdɑn
festivɑlH	festivɑlɯ	festivɑli
hɑlkDAn	hɑlkdɑn	hɑlktɑn
internetDAn	internetden	internetten
syrɑtlH	syrɑtlɯ	syrɑtli
sembolH	sembolu	semboly
ɑlɯnmADAn	ɑlɯnmɑtɑn	ɑlɯnmɑdɑn
deɰerlendirmADA	deɰerlendirmete	deɰerlendirmede
sɑvɑʃDAn	sɑvɑʃdɑn	sɑvɑʃtɑn
yjelHkDAn	yjelikden	yjelikten
etɑpDA	etɑpdɑ	etɑptɑ
sonrɑDA	sonrɑtɑ	sonrɑdɑ
netiʤeDA	netiʤete	netiʤede
dosjɑDA	dosjɑtɑ	dosjɑdɑ
ølʧekDA	ølʧekde	ølʧekte
mɑkɑleDA	mɑkɑlete	mɑkɑlede
bɑsDA	bɑsdɑ	bɑstɑ
ʧɯkmADAn	ʧɯkmɑtɑn	ʧɯkmɑdɑn
muɑjeneDA	muɑjenete	muɑjenede
sɑnɑjiDA	sɑnɑjite	sɑnɑjide
hizmetDA	hizmetde	hizmette
konferɑnsDA	konferɑnsdɑ	konferɑnstɑ
geʧmiʃDAn	geʧmiʃden	geʧmiʃten
geʤeDA	geʤete	geʤede
kulɑkDA	kulɑkdɑ	kulɑktɑ
ʧoʤukDA	ʧoʤukdɑ	ʧoʤuktɑ
tɑmɑmlɑnDHkDAn	tɑmɑmlɑndɯkdɑn	tɑmɑmlɑndɯktɑn
ɑrkɑDA	ɑrkɑtɑ	ɑrkɑdɑ
kongreDA	kongrete	kongrede
jɑsɑDA	jɑsɑtɑ	jɑsɑdɑ
ɑdɑDA	ɑdɑtɑ	ɑdɑdɑ
ɑltDAki	ɑltdɑki	ɑlttɑki
kɑjnɑkDAn	kɑjnɑkdɑn	kɑjnɑktɑn
milletlArɑrɑsɯ	milletlɑrɑrɑsɯ	milletlerɑrɑsɯ
memleketDA	memleketde	memlekette
yniversiteDAn	yniversiteten	yniversiteden
dørtDA	dørtde	dørtte
tɑlepDA	tɑlepde	tɑlepte
tiʤɑretDA	tiʤɑretde	tiʤɑrette
usullAr	usullɑr	usuller
doɰHʃDAn	doɰuʃdɑn	doɰuʃtɑn
fɯrsɑtDA	fɯrsɑtdɑ	fɯrsɑttɑ
girDHkDAn	girdikden	girdikten
jyrekDAn	jyrekden	jyrekten
kɑtegoriDA	kɑtegorite	kɑtegoride
kullɑnmADAn	kullɑnmɑtɑn	kullɑnmɑdɑn
sebepDAn	sebepden	sebepten
kɑrʃɯlɑʃDHklArH	kɑrʃɯlɑʃdɯklɑrɯ	kɑrʃɯlɑʃtɯklɑrɯ
kɑrɑnlɯkDA	kɑrɑnlɯkdɑ	kɑrɑnlɯktɑ
normɑlA	normɑlɑ	normɑle
sɯʤɑklɯkDA	sɯʤɑklɯkdɑ	sɯʤɑklɯktɑ
ɑteʃDA	ɑteʃde	ɑteʃte
gelDHkDAn	geldikden	geldikten
iʃgɑlH	iʃgɑlɯ	iʃgɑli
ʧevreDAki	ʧevreteki	ʧevredeki
ɑileDA	ɑilete	ɑilede
fɑkylteDA	fɑkyltete	fɑkyltede
jemekDAn	jemekden	jemekten
køʃeDA	køʃete	køʃede
ujgulɑmADAn	ujgulɑmɑtɑn	ujgulɑmɑdɑn
formɑtDA	formɑtdɑ	formɑttɑ
gitmADAn	gitmeten	gitmeden
jurtDA	jurtdɑ	jurttɑ
dereʤeDAn	dereʤeten	dereʤeden
grupDAn	grupdɑn	gruptɑn
iʃletmeDA	iʃletmete	iʃletmede
bɑʃlɑDHkDAn	bɑʃlɑtɯkdɑn	bɑʃlɑdɯktɑn
sɑhneDA	sɑhnete	sɑhnede
defɑDA	defɑtɑ	defɑdɑ
øzellikDA	øzellikde	øzellikte
hɑrflArH	hɑrflɑrɯ	hɑrfleri
ʃirketDA	ʃirketde	ʃirkette
herkesDAn	herkesden	herkesten
ʧøzynyrlykDA	ʧøzynyrlykde	ʧøzynyrlykte
mɑddeDAki	mɑddeteki	mɑddedeki
toprɑkDA	toprɑkdɑ	toprɑktɑ
deDHklArH	detikleri	dedikleri
girHʃDA	giriʃde	giriʃte
ilerleDHkʧA	ilerletikʧe	ilerledikʧe
olmADHklArH	olmɑtɯklɑrɯ	olmɑdɯklɑrɯ
jukɑrɯDAn	jukɑrɯtɑn	jukɑrɯdɑn
bilmADAn	bilmeten	bilmeden
mɑnɑDA	mɑnɑtɑ	mɑnɑdɑ
mɑterjɑllAr	mɑterjɑllɑr	mɑterjɑller
grupDAki	grupdɑki	gruptɑki
iʧeriDA	iʧerite	iʧeride
kytyphɑneDA	kytyphɑnete	kytyphɑnede
mɑterjɑlH	mɑterjɑlɯ	mɑterjɑli
terminɑlH	terminɑlɯ	terminɑli
gøryʃmeDA	gøryʃmete	gøryʃmede
hɑrflAr	hɑrflɑr	hɑrfler
dyzenleDHklArH	dyzenletikleri	dyzenledikleri
mɑddeDAn	mɑddeten	mɑddeden
ʤepheDA	ʤephete	ʤephede
misɑlH	misɑlɯ	misɑli
verDHkDAn	verdikden	verdikten
søjleDHklArH	søjletikleri	søjledikleri
tɑrihDAki	tɑrihdeki	tɑrihteki
bɑskɯDA	bɑskɯtɑ	bɑskɯdɑ
dujmADAn	dujmɑtɑn	dujmɑdɑn
ekonomiDAki	ekonomiteki	ekonomideki
kuruluʃDA	kuruluʃdɑ	kuruluʃtɑ
petrolHn	petrolun	petrolyn
kɑmuDA	kɑmutɑ	kɑmudɑ
kɑpɑsiteDA	kɑpɑsitete	kɑpɑsitede
meʤlisDA	meʤlisde	meʤliste
uzɑkDAki	uzɑkdɑki	uzɑktɑki
bytʧeDAn	bytʧeten	bytʧeden
kɑjbetmADAn	kɑjbetmeten	kɑjbetmeden
tepeDAn	tepeten	tepeden
ystDAki	ystdeki	ystteki
ɑʧɯkDA	ɑʧɯkdɑ	ɑʧɯktɑ
devreDA	devrete	devrede
ødemADAn	ødemeten	ødemeden
ɑʃɑɰɯDAkilArDAn	ɑʃɑɰɯtɑkilerden	ɑʃɑɰɯdɑkilerden
beklemADAn	beklemeten	beklemeden
inʤelemADA	inʤelemete	inʤelemede
jɑrH	jɑrɯ	jɑri
tyzykDA	tyzykde	tyzykte
tɑbloDAn	tɑblotɑn	tɑblodɑn
jɑʃDAki	jɑʃdɑki	jɑʃtɑki
devreDAn	devreten	devreden
ihlɑlH	ihlɑlɯ	ihlɑli
kɑpɯDA	kɑpɯtɑ	kɑpɯdɑ
soruDA	sorutɑ	sorudɑ
listeDAki	listeteki	listedeki
sɯnɯfDAn	sɯnɯfdɑn	sɯnɯftɑn
toprɑkDAn	toprɑkdɑn	toprɑktɑn
fɑbrikɑDA	fɑbrikɑtɑ	fɑbrikɑdɑ
sinjɑlH	sinjɑlɯ	sinjɑli
usulA	usulɑ	usule
vɑzijetDA	vɑzijetde	vɑzijette
jɑpɯDAki	jɑpɯtɑki	jɑpɯdɑki
firmɑDAn	firmɑtɑn	firmɑdɑn
geʧmiʃDAki	geʧmiʃdeki	geʧmiʃteki
kɑlkɯnmADA	kɑlkɯnmɑtɑ	kɑlkɯnmɑdɑ
krediDAn	krediten	krediden
rollAr	rollɑr	roller
jykseklHkDA	jykseklikde	jykseklikte
firmɑDA	firmɑtɑ	firmɑdɑ
gyneʃDAn	gyneʃden	gyneʃten
tɑʃDAn	tɑʃdɑn	tɑʃtɑn
ʧɯkDHkDAn	ʧɯkdɯkdɑn	ʧɯktɯktɑn
devletDA	devletde	devlette
ekDA	ekde	ekte
fotoɰrɑfDA	fotoɰrɑfdɑ	fotoɰrɑftɑ
gørmADAn	gørmeten	gørmeden
kontrollAr	kontrollɑr	kontroller
minerɑllArH	minerɑllɑrɯ	minerɑlleri
belirlemADA	belirlemete	belirlemede
minerɑllAr	minerɑllɑr	minerɑller
odɑDAn	odɑtɑn	odɑdɑn
sergiDA	sergite	sergide
vyʤutDAki	vyʤutdɑki	vyʤuttɑki
ɑileDAn	ɑileten	ɑileden
bɑhʧeDA	bɑhʧete	bɑhʧede
bɑnkɑDAn	bɑnkɑtɑn	bɑnkɑdɑn
bɑtɯDAn	bɑtɯtɑn	bɑtɯdɑn
hɑllArH	hɑllɑrɯ	hɑlleri
ihrɑʤɑtDA	ihrɑʤɑtdɑ	ihrɑʤɑttɑ
iliʃkiDA	iliʃkite	iliʃkide
mɑterjɑlHn	mɑterjɑlɯn	mɑterjɑlin
tedɑviDAn	tedɑviten	tedɑviden
zijɑretDA	zijɑretde	zijɑrette
ʧɑrʃɯDA	ʧɑrʃɯtɑ	ʧɑrʃɯdɑ
ɑʃɑmɑDAn	ɑʃɑmɑtɑn	ɑʃɑmɑdɑn
pijɑsɑDAn	pijɑsɑtɑn	pijɑsɑdɑn
sijɑsetDA	sijɑsetde	sijɑsette
ʧevreDAn	ʧevreten	ʧevreden
olguDA	olgutɑ	olgudɑ
sevijeDAki	sevijeteki	sevijedeki
jɑrɯDAn	jɑrɯtɑn	jɑrɯdɑn
dønDHkDAn	døndykden	døndykten
hykymetDAn	hykymetden	hykymetten
meslekDAn	meslekden	meslekten
sɑfhɑDA	sɑfhɑtɑ	sɑfhɑdɑ
øteDAn	øteten	øteden
byjyDHkʧA	byjytykʧe	byjydykʧe
hɑstɑDAn	hɑstɑtɑn	hɑstɑdɑn
normɑlDAn	normɑldɑn	normɑlden
sembollAr	sembollɑr	semboller
sinjɑllArH	sinjɑllɑrɯ	sinjɑlleri
jɑrɯDA	jɑrɯtɑ	jɑrɯdɑ
dikkɑtnHzH	dikkɑtnɯzɯ	dikkɑtnizi
evreDA	evrete	evrede
menyDAki	menyteki	menydeki
dɯʃDAn	dɯʃdɑn	dɯʃtɑn
hɑjɑtDAn	hɑjɑtdɑn	hɑjɑttɑn
kontrolA	kontrolɑ	kontrole
sɯklHkDA	sɯklɯkdɑ	sɯklɯktɑ
tɑnɯDA	tɑnɯtɑ	tɑnɯdɑ
gebelHkDA	gebelikde	gebelikte
mɑhijetDA	mɑhijetde	mɑhijette
rollArH	rollɑrɯ	rolleri
vɑkɑDA	vɑkɑtɑ	vɑkɑdɑ
ʧɑlɯʃmADAn	ʧɑlɯʃmɑtɑn	ʧɑlɯʃmɑdɑn
kitɑpDAn	kitɑpdɑn	kitɑptɑn
kontrolnA	kontrolnɑ	kontrolne
poliʧeDA	poliʧete	poliʧede
bildiriDA	bildirite	bildiride
dyʃynmADAn	dyʃynmeten	dyʃynmeden
kɑmpDA	kɑmpdɑ	kɑmptɑ
mektupDA	mektupdɑ	mektuptɑ
metɑllAr	metɑllɑr	metɑller
sɑldɯrɯDA	sɑldɯrɯtɑ	sɑldɯrɯdɑ
sɑntrɑlH	sɑntrɑlɯ	sɑntrɑli
jøreDAki	jøreteki	jøredeki
borsɑDA	borsɑtɑ	borsɑdɑ
hɑvɑDAki	hɑvɑtɑki	hɑvɑdɑki
ystDAn	ystden	ystten
demADAn	demeten	demeden
mɑsɑDA	mɑsɑtɑ	mɑsɑdɑ
ɑmelijɑtDAn	ɑmelijɑtdɑn	ɑmelijɑttɑn
dikkɑtlArH	dikkɑtlɑrɯ	dikkɑtleri
gyʧDA	gyʧde	gyʧte
hɑlsHzlHk	hɑlsɯzlɯk	hɑlsizlik
mɑterjɑllArH	mɑterjɑllɑrɯ	mɑterjɑlleri
protokollAr	protokollɑr	protokoller
servisDA	servisde	serviste
deriDA	derite	deride
kytyphɑneDAn	kytyphɑneten	kytyphɑneden
toplɑntɯDAn	toplɑntɯtɑn	toplɑntɯdɑn
ʧoʤukDAn	ʧoʤukdɑn	ʧoʤuktɑn
menfɑɑtlArH	menfɑɑtlɑrɯ	menfɑɑtleri
jɑʃDAn	jɑʃdɑn	jɑʃtɑn
ʧɑɰrɯDA	ʧɑɰrɯtɑ	ʧɑɰrɯdɑ
metɑllArHn	metɑllɑrɯn	metɑllerin
rekɑbetDA	rekɑbetde	rekɑbette
sɑɑtHn	sɑɑtɯn	sɑɑtin
ødemADA	ødemete	ødemede
ɑʧɯkDAn	ɑʧɯkdɑn	ɑʧɯktɑn
bɑkɑnlɯkDAn	bɑkɑnlɯkdɑn	bɑkɑnlɯktɑn
bɑkmADAn	bɑkmɑtɑn	bɑkmɑdɑn
dønHʃDA	dønyʃde	dønyʃte
mutfɑkDA	mutfɑkdɑ	mutfɑktɑ
sɑɰlɑDHklArH	sɑɰlɑtɯklɑrɯ	sɑɰlɑdɯklɑrɯ
