uf	pred	sf
zɑmɑnDA	zɑmɑntɑ	zɑmɑndɑ
hɑlA	hɑlɑ	hɑle
hɑlDA	hɑltɑ	hɑlde
jerDA	jerte	jerde
ylkemHzDA	ylkemizte	ylkemizde
jɯllArDA	jɯllɑrtɑ	jɯllɑrdɑ
jɯlDA	jɯltɑ	jɯldɑ
jyzDAn	jyzten	jyzden
gynmHzDA	gynmyzte	gynmyzde
olDHklArH	oltuklɑrɯ	olduklɑrɯ
konulArDA	konulɑrtɑ	konulɑrdɑ
dyzejDA	dyzejte	dyzejde
ylkelArDA	ylkelerte	ylkelerde
gynDA	gynte	gynde
bølymDA	bølymte	bølymde
gynlArDA	gynlerte	gynlerde
hɑstɑlArDA	hɑstɑlɑrtɑ	hɑstɑlɑrdɑ
ønmHzDAki	ønmyzteki	ønmyzdeki
jønDA	jønte	jønde
hɑllArDA	hɑllɑrtɑ	hɑllerde
miktɑrDA	miktɑrtɑ	miktɑrdɑ
gøzDAn	gøzten	gøzden
dɯʃɯnDAki	dɯʃɯntɑki	dɯʃɯndɑki
ɑjDA	ɑjtɑ	ɑjdɑ
jɑkɯnDAn	jɑkɯntɑn	jɑkɯndɑn
zɑmɑnlArDA	zɑmɑnlɑrtɑ	zɑmɑnlɑrdɑ
orɑnDA	orɑntɑ	orɑndɑ
jerDAn	jerten	jerden
ekrɑnDA	ekrɑntɑ	ekrɑndɑ
rolH	rolu	roly
evDA	evte	evde
ʧoʤuklArDA	ʧoʤuklɑrtɑ	ʧoʤuklɑrdɑ
hɑlH	hɑlɯ	hɑli
bɑkɯmDAn	bɑkɯmtɑn	bɑkɯmdɑn
jolDA	joltɑ	joldɑ
sɑɑtH	sɑɑtɯ	sɑɑti
bølgelArDA	bølgelerte	bølgelerde
dønemlArDA	dønemlerte	dønemlerde
ʧɑlɯʃmAlArDA	ʧɑlɯʃmɑlɑrtɑ	ʧɑlɯʃmɑlɑrdɑ
jønDAn	jønten	jønden
sistemDA	sistemte	sistemde
sɑɑtlArH	sɑɑtlɑrɯ	sɑɑtleri
usulH	usulu	usuly
jyzjɯlDA	jyzjɯltɑ	jyzjɯldɑ
bizDA	bizte	bizde
bulunDHklArH	buluntuklɑrɯ	bulunduklɑrɯ
ɑzɯnDAn	ɑzɯntɑn	ɑzɯndɑn
bizDAn	bizten	bizden
tɑktirDA	tɑktirte	tɑktirde
koʃullArDA	koʃullɑrtɑ	koʃullɑrdɑ
bɑɰlɑmDA	bɑɰlɑmtɑ	bɑɰlɑmdɑ
kɑnunDA	kɑnuntɑ	kɑnundɑ
sɑɑtDA	sɑɑttɑ	sɑɑtte
rɑporDA	rɑportɑ	rɑpordɑ
okulDA	okultɑ	okuldɑ
plɑnDA	plɑntɑ	plɑndɑ
jolDAn	joltɑn	joldɑn
geliʃmADA	geliʃmede	geliʃmete
eɰitimDA	eɰitimte	eɰitimde
sɑɑtlHk	sɑɑtlɯk	sɑɑtlik
jɑkɯnDA	jɑkɯntɑ	jɑkɯndɑ
verDHklArH	vertikleri	verdikleri
ɑjDAn	ɑjtɑn	ɑjdɑn
ɑlɑnDAki	ɑlɑntɑki	ɑlɑndɑki
ortɑmlArDA	ortɑmlɑrtɑ	ortɑmlɑrdɑ
jɑpmADA	jɑpmɑdɑ	jɑpmɑtɑ
sizDAn	sizten	sizden
dikkɑtH	dikkɑtɯ	dikkɑti
elDAn	elten	elden
okullArDA	okullɑrtɑ	okullɑrdɑ
ʃɑrtlArDA	ʃɑrtlɑrtɑ	ʃɑrtlɑrdɑ
dilDA	dilte	dilde
iʃlArDA	iʃlerte	iʃlerde
ʃejDAn	ʃejten	ʃejden
ylkemHzDAki	ylkemizteki	ylkemizdeki
kɑdɯnlArDA	kɑdɯnlɑrtɑ	kɑdɯnlɑrdɑ
merkezDA	merkezte	merkezde
ylkelArDAn	ylkelerten	ylkelerden
bulunmADA	bulunmɑdɑ	bulunmɑtɑ
kɑpsɑmDA	kɑpsɑmtɑ	kɑpsɑmdɑ
vH	vɯ	vi
kiʃilArDA	kiʃilerte	kiʃilerde
kɑbulH	kɑbulu	kɑbuly
ʃehirDA	ʃehirte	ʃehirde
tɑrihlArDA	tɑrihlerte	tɑrihlerde
gørevDAn	gørevten	gørevden
erkeklArDA	erkeklerte	erkeklerde
seklHnDA	seklinte	seklinde
kontrollH	kontrollu	kontrolly
jɯllArDAn	jɯllɑrtɑn	jɯllɑrdɑn
bilgisɑjɑrDA	bilgisɑjɑrtɑ	bilgisɑjɑrdɑ
kɑjnɑklArDAn	kɑjnɑklɑrtɑn	kɑjnɑklɑrdɑn
derslArDAn	derslerten	derslerden
ujgulɑmɑlArDA	ujgulɑmɑlɑrtɑ	ujgulɑmɑlɑrdɑ
tɑrzDA	tɑrztɑ	tɑrzdɑ
ylkelArDAki	ylkelerteki	ylkelerdeki
ɑlmADA	ɑlmɑdɑ	ɑlmɑtɑ
køjDA	køjte	køjde
tyrDAn	tyrten	tyrden
burɑlArDA	burɑlɑrtɑ	burɑlɑrdɑ
olDHkDAn	oltuktɑn	olduktɑn
bɑsɯnDA	bɑsɯntɑ	bɑsɯndɑ
zɑmɑnDAn	zɑmɑntɑn	zɑmɑndɑn
yretimDA	yretimte	yretimde
olɑjDA	olɑjtɑ	olɑjdɑ
sɯnɑvDA	sɯnɑvtɑ	sɯnɑvdɑ
miktɑrlArDA	miktɑrlɑrtɑ	miktɑrlɑrdɑ
ilDA	ilte	ilde
protokolH	protokolu	protokoly
ihtimɑlH	ihtimɑlɯ	ihtimɑli
dilmHzDA	dilmizte	dilmizde
kurulDA	kurultɑ	kuruldɑ
vermADA	vermede	vermete
durumDAn	durumtɑn	durumdɑn
kurumlArDA	kurumlɑrtɑ	kurumlɑrdɑ
ɑlDHkDAn	ɑltɯktɑn	ɑldɯktɑn
kullɑnDHklArH	kullɑntɯklɑrɯ	kullɑndɯklɑrɯ
normɑlDA	normɑltɑ	normɑlde
sistemlArDA	sistemlerte	sistemlerde
kɯsɯmDA	kɯsɯmtɑ	kɯsɯmdɑ
derslArDA	derslerte	derslerde
illArDA	illerte	illerde
ʃekillArDA	ʃekillerte	ʃekillerde
yniversitelArDA	yniversitelerte	yniversitelerde
olɑjDAn	olɑjtɑn	olɑjdɑn
sektørDAki	sektørteki	sektørdeki
toplɑntɯlArDA	toplɑntɯlɑrtɑ	toplɑntɯlɑrdɑ
pɑzɑrDA	pɑzɑrtɑ	pɑzɑrdɑ
evDAn	evten	evden
kiʃilArDAn	kiʃilerten	kiʃilerden
